Distrito,Causa_Morte,Ano,Obitos
Distrito de Braga,Tumores malignos,2002,1108
Distrito de Braga,Diabetes,2003,152
Distrito de Braga,Doenças do aparelho circulatório,2003,1867
Distrito de Braga,Doenças do aparelho digestivo,2003,258
Distrito de Braga,Doenças do aparelho respiratório,2003,600
Distrito de Braga,SIDA,2003,12
Distrito de Braga,Suicídio,2003,28
Distrito de Braga,Tuberculose,2003,14
Distrito de Braga,Tumores malignos,2003,1174
Distrito de Braga,Diabetes,2004,165
Distrito de Braga,Doenças do aparelho circulatório,2004,1846
Distrito de Braga,Doenças do aparelho digestivo,2004,265
Distrito de Braga,Doenças do aparelho respiratório,2004,629
Distrito de Braga,SIDA,2004,13
Distrito de Braga,Suicídio,2004,31
Distrito de Braga,Tuberculose,2004,13
Distrito de Braga,Tumores malignos,2004,1241
Distrito de Braga,Diabetes,2005,178
Distrito de Braga,Doenças do aparelho circulatório,2005,1826
Distrito de Braga,Doenças do aparelho digestivo,2005,273
Distrito de Braga,Doenças do aparelho respiratório,2005,658
Distrito de Braga,SIDA,2005,14
Distrito de Braga,Suicídio,2005,35
Distrito de Braga,Tuberculose,2005,12
Distrito de Braga,Tumores malignos,2005,1308
Distrito de Braga,Diabetes,2006,191
Distrito de Braga,Doenças do aparelho circulatório,2006,1805
Distrito de Braga,Doenças do aparelho digestivo,2006,281
Distrito de Braga,Doenças do aparelho respiratório,2006,687
Distrito de Braga,SIDA,2006,16
Distrito de Braga,Suicídio,2006,39
Distrito de Braga,Tuberculose,2006,12
Distrito de Braga,Tumores malignos,2006,1375
Distrito de Braga,Diabetes,2007,204
Distrito de Braga,Doenças do aparelho circulatório,2007,1784
Distrito de Braga,Doenças do aparelho digestivo,2007,288
Distrito de Braga,Doenças do aparelho respiratório,2007,716
Distrito de Braga,SIDA,2007,17
Distrito de Braga,Suicídio,2007,42
Distrito de Braga,Tuberculose,2007,11
Distrito de Braga,Tumores malignos,2007,1442
Distrito de Braga,Diabetes,2008,218
Distrito de Braga,Doenças do aparelho circulatório,2008,1764
Distrito de Braga,Doenças do aparelho digestivo,2008,296
Distrito de Braga,Doenças do aparelho respiratório,2008,745
Distrito de Braga,SIDA,2008,18
Distrito de Braga,Suicídio,2008,46
Distrito de Braga,Tuberculose,2008,11
Distrito de Braga,Tumores malignos,2008,1508
Distrito de Braga,Diabetes,2009,231
Distrito de Braga,Doenças do aparelho circulatório,2009,1743
Distrito de Braga,Doenças do aparelho digestivo,2009,304
Distrito de Braga,Doenças do aparelho respiratório,2009,774
Distrito de Braga,SIDA,2009,19
Distrito de Braga,Suicídio,2009,50
Distrito de Braga,Tuberculose,2009,10
Distrito de Braga,Tumores malignos,2009,1575
Distrito de Braga,Diabetes,2010,218
Distrito de Braga,Doenças do aparelho circulatório,2010,1856
Distrito de Braga,Doenças do aparelho digestivo,2010,320
Distrito de Braga,Doenças do aparelho respiratório,2010,749
Distrito de Braga,SIDA,2010,23
Distrito de Braga,Suicídio,2010,51
Distrito de Braga,Tuberculose,2010,10
Distrito de Braga,Tumores malignos,2010,1544
Distrito de Braga,Diabetes,2011,239
Distrito de Braga,Doenças do aparelho circulatório,2011,1746
Distrito de Braga,Doenças do aparelho digestivo,2011,300
Distrito de Braga,Doenças do aparelho respiratório,2011,768
Distrito de Braga,SIDA,2011,15
Distrito de Braga,Suicídio,2011,48
Distrito de Braga,Tuberculose,2011,15
Distrito de Braga,Tumores malignos,2011,1586
Distrito de Braga,Diabetes,2012,276
Distrito de Braga,Doenças do aparelho circulatório,2012,1849
Distrito de Braga,Doenças do aparelho digestivo,2012,330
Distrito de Braga,Doenças do aparelho respiratório,2012,890
Distrito de Braga,SIDA,2012,26
Distrito de Braga,Suicídio,2012,43
Distrito de Braga,Tuberculose,2012,11
Distrito de Braga,Tumores malignos,2012,1593
Distrito de Braga,Diabetes,2013,255
Distrito de Braga,Doenças do aparelho circulatório,2013,1885
Distrito de Braga,Doenças do aparelho digestivo,2013,259
Distrito de Braga,Doenças do aparelho respiratório,2013,767
Distrito de Braga,SIDA,2013,19
Distrito de Braga,Suicídio,2013,36
Distrito de Braga,Tuberculose,2013,10
Distrito de Braga,Tumores malignos,2013,1582
Distrito de Braga,Diabetes,2014,192
Distrito de Braga,Doenças do aparelho circulatório,2014,1878
Distrito de Braga,Doenças do aparelho digestivo,2014,299
Distrito de Braga,Doenças do aparelho respiratório,2014,747
Distrito de Braga,SIDA,2014,9
Distrito de Braga,Suicídio,2014,57
Distrito de Braga,Tuberculose,2014,12
Distrito de Braga,Tumores malignos,2014,1634
Distrito de Braga,Diabetes,2015,224
Distrito de Braga,Doenças do aparelho circulatório,2015,1915
Distrito de Braga,Doenças do aparelho digestivo,2015,316
Distrito de Braga,Doenças do aparelho respiratório,2015,895
Distrito de Braga,SIDA,2015,9
Distrito de Braga,Suicídio,2015,65
Distrito de Braga,Tuberculose,2015,8
Distrito de Braga,Tumores malignos,2015,1684
Distrito de Braga,Diabetes,2016,215
Distrito de Braga,Doenças do aparelho circulatório,2016,1948
Distrito de Braga,Doenças do aparelho digestivo,2016,329
Distrito de Braga,Doenças do aparelho respiratório,2016,802
Distrito de Braga,SIDA,2016,12
Distrito de Braga,Suicídio,2016,61
Distrito de Braga,Tuberculose,2016,10
Distrito de Braga,Tumores malignos,2016,1670
Distrito de Braga,Diabetes,2017,245
Distrito de Braga,Doenças do aparelho circulatório,2017,1993
Distrito de Braga,Doenças do aparelho digestivo,2017,329
Distrito de Braga,Doenças do aparelho respiratório,2017,854
Distrito de Braga,SIDA,2017,14
Distrito de Braga,Suicídio,2017,52
Distrito de Braga,Tuberculose,2017,8
Distrito de Braga,Tumores malignos,2017,1731
Distrito de Braga,Diabetes,2018,211
Distrito de Braga,Doenças do aparelho circulatório,2018,1939
Distrito de Braga,Doenças do aparelho digestivo,2018,325
Distrito de Braga,Doenças do aparelho respiratório,2018,879
Distrito de Braga,SIDA,2018,13
Distrito de Braga,Suicídio,2018,52
Distrito de Braga,Tuberculose,2018,13
Distrito de Braga,Tumores malignos,2018,1770
Distrito de Braga,Diabetes,2019,217
Distrito de Braga,Doenças do aparelho circulatório,2019,1939
Distrito de Braga,Doenças do aparelho digestivo,2019,368
Distrito de Braga,Doenças do aparelho respiratório,2019,792
Distrito de Braga,SIDA,2019,9
Distrito de Braga,Suicídio,2019,64
Distrito de Braga,Tuberculose,2019,11
Distrito de Braga,Tumores malignos,2019,1874
Distrito de Braga,Diabetes,2020,229
Distrito de Braga,Doenças do aparelho circulatório,2020,1995
Distrito de Braga,Doenças do aparelho digestivo,2020,366
Distrito de Braga,Doenças do aparelho respiratório,2020,762
Distrito de Braga,SIDA,2020,5
Distrito de Braga,Suicídio,2020,53
Distrito de Braga,Tuberculose,2020,7
Distrito de Braga,Tumores malignos,2020,1792
Distrito de Braga,Diabetes,2021,185
Distrito de Braga,Doenças do aparelho circulatório,2021,1816
Distrito de Braga,Doenças do aparelho digestivo,2021,379
Distrito de Braga,Doenças do aparelho respiratório,2021,645
Distrito de Braga,SIDA,2021,6
Distrito de Braga,Suicídio,2021,70
Distrito de Braga,Tuberculose,2021,7
Distrito de Braga,Tumores malignos,2021,1730
Distrito de Braga,Diabetes,2022,193
Distrito de Braga,Doenças do aparelho circulatório,2022,1901
Distrito de Braga,Doenças do aparelho digestivo,2022,393
Distrito de Braga,Doenças do aparelho respiratório,2022,813
Distrito de Braga,SIDA,2022,6
Distrito de Braga,Suicídio,2022,46
Distrito de Braga,Tuberculose,2022,13
Distrito de Braga,Tumores malignos,2022,1898
Distrito de Braga,Diabetes,2023,174
Distrito de Braga,Doenças do aparelho circulatório,2023,1886
Distrito de Braga,Doenças do aparelho digestivo,2023,346
Distrito de Braga,Doenças do aparelho respiratório,2023,857
Distrito de Braga,SIDA,2023,2
Distrito de Braga,Suicídio,2023,58
Distrito de Braga,Tuberculose,2023,8
Distrito de Braga,Tumores malignos,2023,1849
Distrito de Bragança,Diabetes,2001,67
Distrito de Bragança,Doenças do aparelho circulatório,2001,723
Distrito de Bragança,Doenças do aparelho digestivo,2001,94
Distrito de Bragança,Doenças do aparelho respiratório,2001,141
Distrito de Bragança,SIDA,2001,0
Distrito de Bragança,Suicídio,2001,12
Distrito de Bragança,Tuberculose,2001,2
Distrito de Bragança,Tumores malignos,2001,398
Distrito de Bragança,Diabetes,2002,71
Distrito de Bragança,Doenças do aparelho circulatório,2002,703
Distrito de Bragança,Doenças do aparelho digestivo,2002,93
Distrito de Bragança,Doenças do aparelho respiratório,2002,152
Distrito de Bragança,SIDA,2002,0
Distrito de Bragança,Suicídio,2002,12
Distrito de Bragança,Tuberculose,2002,2
Distrito de Bragança,Tumores malignos,2002,392
Distrito de Bragança,Diabetes,2003,76
Distrito de Bragança,Doenças do aparelho circulatório,2003,684
Distrito de Bragança,Doenças do aparelho digestivo,2003,92
Distrito de Bragança,Doenças do aparelho respiratório,2003,162
Distrito de Bragança,SIDA,2003,0
Distrito de Bragança,Suicídio,2003,12
Distrito de Bragança,Tuberculose,2003,2
Distrito de Bragança,Tumores malignos,2003,387
Distrito de Bragança,Diabetes,2004,80
Distrito de Bragança,Doenças do aparelho circulatório,2004,664
Distrito de Bragança,Doenças do aparelho digestivo,2004,91
Distrito de Bragança,Doenças do aparelho respiratório,2004,173
Distrito de Bragança,SIDA,2004,0
Distrito de Bragança,Suicídio,2004,11
Distrito de Bragança,Tuberculose,2004,3
Distrito de Bragança,Tumores malignos,2004,382
Distrito de Bragança,Diabetes,2005,84
Distrito de Bragança,Doenças do aparelho circulatório,2005,644
Distrito de Bragança,Doenças do aparelho digestivo,2005,90
Distrito de Bragança,Doenças do aparelho respiratório,2005,184
Distrito de Bragança,SIDA,2005,0
Distrito de Bragança,Suicídio,2005,11
Distrito de Bragança,Tuberculose,2005,3
Distrito de Bragança,Tumores malignos,2005,376
Distrito de Bragança,Diabetes,2006,88
Distrito de Bragança,Doenças do aparelho circulatório,2006,625
Distrito de Bragança,Doenças do aparelho digestivo,2006,89
Distrito de Bragança,Doenças do aparelho respiratório,2006,194
Distrito de Bragança,SIDA,2006,0
Distrito de Bragança,Suicídio,2006,11
Distrito de Bragança,Tuberculose,2006,3
Distrito de Bragança,Tumores malignos,2006,370
Distrito de Bragança,Diabetes,2007,92
Distrito de Bragança,Doenças do aparelho circulatório,2007,605
Distrito de Bragança,Doenças do aparelho digestivo,2007,88
Distrito de Bragança,Doenças do aparelho respiratório,2007,205
Distrito de Bragança,SIDA,2007,0
Distrito de Bragança,Suicídio,2007,10
Distrito de Bragança,Tuberculose,2007,4
Distrito de Bragança,Tumores malignos,2007,365
Distrito de Bragança,Diabetes,2008,97
Distrito de Bragança,Doenças do aparelho circulatório,2008,586
Distrito de Bragança,Doenças do aparelho digestivo,2008,87
Distrito de Bragança,Doenças do aparelho respiratório,2008,215
Distrito de Bragança,SIDA,2008,0
Distrito de Bragança,Suicídio,2008,10
Distrito de Bragança,Tuberculose,2008,4
Distrito de Bragança,Tumores malignos,2008,360
Distrito de Bragança,Diabetes,2009,101
Distrito de Bragança,Doenças do aparelho circulatório,2009,566
Distrito de Bragança,Doenças do aparelho digestivo,2009,86
Distrito de Bragança,Doenças do aparelho respiratório,2009,226
Distrito de Bragança,SIDA,2009,0
Distrito de Bragança,Suicídio,2009,10
Distrito de Bragança,Tuberculose,2009,4
Distrito de Bragança,Tumores malignos,2009,354
Distrito de Bragança,Diabetes,2010,89
Distrito de Bragança,Doenças do aparelho circulatório,2010,564
Distrito de Bragança,Doenças do aparelho digestivo,2010,94
Distrito de Bragança,Doenças do aparelho respiratório,2010,210
Distrito de Bragança,SIDA,2010,2
Distrito de Bragança,Suicídio,2010,8
Distrito de Bragança,Tuberculose,2010,2
Distrito de Bragança,Tumores malignos,2010,410
Distrito de Bragança,Diabetes,2011,102
Distrito de Bragança,Doenças do aparelho circulatório,2011,565
Distrito de Bragança,Doenças do aparelho digestivo,2011,103
Distrito de Bragança,Doenças do aparelho respiratório,2011,216
Distrito de Bragança,SIDA,2011,1
Distrito de Bragança,Suicídio,2011,12
Distrito de Bragança,Tuberculose,2011,4
Distrito de Bragança,Tumores malignos,2011,424
Distrito de Bragança,Diabetes,2012,96
Distrito de Bragança,Doenças do aparelho circulatório,2012,612
Distrito de Bragança,Doenças do aparelho digestivo,2012,84
Distrito de Bragança,Doenças do aparelho respiratório,2012,274
Distrito de Bragança,SIDA,2012,2
Distrito de Bragança,Suicídio,2012,22
Distrito de Bragança,Tuberculose,2012,1
Distrito de Bragança,Tumores malignos,2012,407
Distrito de Bragança,Diabetes,2013,108
Distrito de Bragança,Doenças do aparelho circulatório,2013,625
Distrito de Bragança,Doenças do aparelho digestivo,2013,88
Distrito de Bragança,Doenças do aparelho respiratório,2013,202
Distrito de Bragança,SIDA,2013,1
Distrito de Bragança,Suicídio,2013,14
Distrito de Bragança,Tuberculose,2013,1
Distrito de Bragança,Tumores malignos,2013,408
Distrito de Bragança,Diabetes,2014,89
Distrito de Bragança,Doenças do aparelho circulatório,2014,610
Distrito de Bragança,Doenças do aparelho digestivo,2014,93
Distrito de Bragança,Doenças do aparelho respiratório,2014,153
Distrito de Bragança,SIDA,2014,0
Distrito de Bragança,Suicídio,2014,17
Distrito de Bragança,Tuberculose,2014,0
Distrito de Bragança,Tumores malignos,2014,402
Distrito de Bragança,Diabetes,2015,111
Distrito de Bragança,Doenças do aparelho circulatório,2015,617
Distrito de Bragança,Doenças do aparelho digestivo,2015,96
Distrito de Bragança,Doenças do aparelho respiratório,2015,218
Distrito de Bragança,SIDA,2015,1
Distrito de Bragança,Suicídio,2015,25
Distrito de Bragança,Tuberculose,2015,1
Distrito de Bragança,Tumores malignos,2015,445
Distrito de Bragança,Diabetes,2016,89
Distrito de Bragança,Doenças do aparelho circulatório,2016,594
Distrito de Bragança,Doenças do aparelho digestivo,2016,101
Distrito de Bragança,Doenças do aparelho respiratório,2016,191
Distrito de Bragança,SIDA,2016,1
Distrito de Bragança,Suicídio,2016,12
Distrito de Bragança,Tuberculose,2016,2
Distrito de Bragança,Tumores malignos,2016,438
Distrito de Bragança,Diabetes,2017,67
Distrito de Bragança,Doenças do aparelho circulatório,2017,593
Distrito de Bragança,Doenças do aparelho digestivo,2017,102
Distrito de Bragança,Doenças do aparelho respiratório,2017,211
Distrito de Bragança,SIDA,2017,1
Distrito de Bragança,Suicídio,2017,14
Distrito de Bragança,Tuberculose,2017,2
Distrito de Bragança,Tumores malignos,2017,418
Distrito de Bragança,Diabetes,2018,88
Distrito de Bragança,Doenças do aparelho circulatório,2018,587
Distrito de Bragança,Doenças do aparelho digestivo,2018,95
Distrito de Bragança,Doenças do aparelho respiratório,2018,227
Distrito de Bragança,SIDA,2018,1
Distrito de Bragança,Suicídio,2018,12
Distrito de Bragança,Tuberculose,2018,0
Distrito de Bragança,Tumores malignos,2018,414
Distrito de Bragança,Diabetes,2019,86
Distrito de Bragança,Doenças do aparelho circulatório,2019,569
Distrito de Bragança,Doenças do aparelho digestivo,2019,86
Distrito de Bragança,Doenças do aparelho respiratório,2019,202
Distrito de Bragança,SIDA,2019,1
Distrito de Bragança,Suicídio,2019,17
Distrito de Bragança,Tuberculose,2019,7
Distrito de Bragança,Tumores malignos,2019,437
Distrito de Bragança,Diabetes,2020,82
Distrito de Bragança,Doenças do aparelho circulatório,2020,660
Distrito de Bragança,Doenças do aparelho digestivo,2020,89
Distrito de Bragança,Doenças do aparelho respiratório,2020,203
Distrito de Bragança,SIDA,2020,0
Distrito de Bragança,Suicídio,2020,9
Distrito de Bragança,Tuberculose,2020,0
Distrito de Bragança,Tumores malignos,2020,422
Distrito de Bragança,Diabetes,2021,64
Distrito de Bragança,Doenças do aparelho circulatório,2021,530
Distrito de Bragança,Doenças do aparelho digestivo,2021,94
Distrito de Bragança,Doenças do aparelho respiratório,2021,188
Distrito de Bragança,SIDA,2021,1
Distrito de Bragança,Suicídio,2021,13
Distrito de Bragança,Tuberculose,2021,2
Distrito de Bragança,Tumores malignos,2021,428
Distrito de Bragança,Diabetes,2022,72
Distrito de Bragança,Doenças do aparelho circulatório,2022,541
Distrito de Bragança,Doenças do aparelho digestivo,2022,95
Distrito de Bragança,Doenças do aparelho respiratório,2022,254
Distrito de Bragança,SIDA,2022,1
Distrito de Bragança,Suicídio,2022,14
Distrito de Bragança,Tuberculose,2022,2
Distrito de Bragança,Tumores malignos,2022,406
Distrito de Bragança,Diabetes,2023,55
Distrito de Bragança,Doenças do aparelho circulatório,2023,444
Distrito de Bragança,Doenças do aparelho digestivo,2023,92
Distrito de Bragança,Doenças do aparelho respiratório,2023,297
Distrito de Bragança,SIDA,2023,2
Distrito de Bragança,Suicídio,2023,15
Distrito de Bragança,Tuberculose,2023,1
Distrito de Bragança,Tumores malignos,2023,413
Distrito de Castelo Branco,Diabetes,2001,79
Distrito de Castelo Branco,Doenças do aparelho circulatório,2001,1214
Distrito de Castelo Branco,Doenças do aparelho digestivo,2001,102
Distrito de Castelo Branco,Doenças do aparelho respiratório,2001,217
Distrito de Castelo Branco,SIDA,2001,5
Distrito de Castelo Branco,Suicídio,2001,7
Distrito de Castelo Branco,Tuberculose,2001,5
Distrito de Castelo Branco,Tumores malignos,2001,562
Distrito de Castelo Branco,Diabetes,2002,86
Distrito de Castelo Branco,Doenças do aparelho circulatório,2002,1179
Distrito de Castelo Branco,Doenças do aparelho digestivo,2002,105
Distrito de Castelo Branco,Doenças do aparelho respiratório,2002,227
Distrito de Castelo Branco,SIDA,2002,5
Distrito de Castelo Branco,Suicídio,2002,8
Distrito de Castelo Branco,Tuberculose,2002,5
Distrito de Castelo Branco,Tumores malignos,2002,565
Distrito de Castelo Branco,Diabetes,2003,93
Distrito de Castelo Branco,Doenças do aparelho circulatório,2003,1144
Distrito de Castelo Branco,Doenças do aparelho digestivo,2003,107
Distrito de Castelo Branco,Doenças do aparelho respiratório,2003,236
Distrito de Castelo Branco,SIDA,2003,5
Distrito de Castelo Branco,Suicídio,2003,10
Distrito de Castelo Branco,Tuberculose,2003,4
Distrito de Castelo Branco,Tumores malignos,2003,568
Distrito de Castelo Branco,Diabetes,2004,100
Distrito de Castelo Branco,Doenças do aparelho circulatório,2004,1109
Distrito de Castelo Branco,Doenças do aparelho digestivo,2004,110
Distrito de Castelo Branco,Doenças do aparelho respiratório,2004,246
Distrito de Castelo Branco,SIDA,2004,5
Distrito de Castelo Branco,Suicídio,2004,11
Distrito de Castelo Branco,Tuberculose,2004,4
Distrito de Castelo Branco,Tumores malignos,2004,571
Distrito de Castelo Branco,Diabetes,2005,106
Distrito de Castelo Branco,Doenças do aparelho circulatório,2005,1074
Distrito de Castelo Branco,Doenças do aparelho digestivo,2005,112
Distrito de Castelo Branco,Doenças do aparelho respiratório,2005,256
