"Territórios","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Caldas da Rainha",48992,49472,49902,50241,50529,50815,51098,51340,51535,51710,51946,51950,51628,51285,51020,50817,50655,50575,50712,51053,51606,52357,53442,54676
"Lourinhã",23395,23708,23997,24255,24476,24724,24984,25240,25482,25677,25888,25948,25828,25727,25675,25643,25620,25638,25748,26114,26687,27327,28025,28681
"Nazaré",15068,15125,15145,15151,15141,15135,15132,15143,15168,15183,15197,15179,15097,15013,14968,14931,14889,14863,14882,14911,14984,15204,15525,15777
"Óbidos",10933,11050,11149,11241,11315,11395,11478,11563,11645,11734,11805,11811,11770,11714,11683,11680,11673,11661,11685,11875,12224,12619,13061,13507
"Peniche",27310,27426,27500,27555,27624,27693,27762,27797,27807,27814,27789,27657,27421,27180,26994,26850,26709,26576,26513,26552,26665,26944,27350,27673
"Sobral de Monte Agraço",8991,9137,9266,9406,9545,9669,9780,9890,10001,10113,10235,10288,10273,10258,10255,10255,10261,10293,10353,10520,10886,11297,11674,12047
"Torres Vedras",72574,73499,74345,75097,75803,76520,77284,77979,78651,79281,80058,80540,80408,80291,80338,80424,80578,80859,81446,82704,84236,85520,87061,88773
"Abrantes",42149,41915,41632,41357,41106,40817,40534,40255,39959,39637,39160,38560,37970,37419,36910,36421,35937,35463,35083,34745,34365,34015,33835,33791
"Alcanena",14564,14498,14420,14373,14301,14209,14153,14102,14022,13932,13813,13653,13490,13327,13173,13009,12844,12715,12613,12569,12558,12580,12682,12813
"Constância",3827,3855,3872,3898,3932,3964,3990,4007,4019,4039,4059,4056,4024,3984,3944,3907,3875,3844,3823,3803,3806,3850,3918,3989
"Entroncamento",18263,18522,18758,18988,19189,19369,19576,19788,19982,20147,20267,20281,20179,20072,20004,19964,19916,19871,19924,20112,20563,21117,21666,22295
"Ferreira do Zêzere",9401,9350,9273,9180,9080,8989,8918,8848,8772,8679,8600,8502,8365,8239,8131,8034,7946,7875,7829,7821,7853,7885,7958,8067
"Mação",8409,8312,8202,8093,7990,7875,7775,7663,7559,7451,7348,7248,7117,6979,6861,6757,6637,6514,6427,6405,6430,6418,6396,6401
"Ourém",46209,46372,46439,46438,46385,46320,46292,46262,46189,46071,46184,46140,45709,45281,44901,44621,44360,44142,44147,44510,45029,45483,46104,46750
"Sardoal",4105,4096,4087,4075,4061,4039,4021,4005,3983,3960,3960,3940,3871,3807,3757,3707,3657,3604,3561,3537,3538,3562,3598,3632
"Tomar",42915,42794,42636,42427,42191,41937,41688,41408,41146,40911,40586,40129,39585,39018,38487,38014,37553,37091,36773,36659,36593,36502,36658,36949
"Torres Novas",36926,36971,36950,36929,36949,36974,36974,36943,36876,36825,36777,36559,36176,35791,35466,35193,34897,34591,34362,34318,34349,34369,34560,34853
"Vila Nova da Barquinha",7595,7566,7536,7515,7491,7472,7453,7419,7376,7338,7323,7292,7228,7171,7115,7058,7021,6988,6954,7015,7190,7397,7642,7908
"Almeirim",22021,22239,22400,22553,22683,22792,22930,23086,23231,23335,23418,23369,23168,22937,22743,22559,22374,22207,22098,22116,22240,22458,22705,22954
"Alpiarça",8011,7991,7971,7951,7923,7890,7865,7840,7801,7747,7697,7636,7539,7418,7303,7198,7098,7010,6933,6939,7035,7153,7272,7412
"Azambuja",20879,21013,21118,21218,21330,21449,21563,21649,21738,21818,21835,21772,21645,21503,21397,21306,21240,21231,21292,21439,21760,22174,22648,23190
"Benavente",23480,24213,24829,25379,25942,26501,27078,27655,28205,28738,29123,29221,29115,29003,28984,28969,28931,28957,29071,29513,30312,31172,31959,32727
"Cartaxo",23454,23668,23824,23931,24034,24128,24248,24353,24426,24485,24513,24405,24159,23913,23698,23490,23292,23113,23004,23151,23514,23852,24178,24535
"Chamusca",11434,11314,11192,11062,10920,10780,10646,10503,10358,10215,9989,9748,9569,9407,9265,9111,8949,8797,8674,8597,8555,8551,8546,8540
"Coruche",21309,21207,21076,20958,20821,20702,20579,20413,20248,20085,19868,19599,19299,18981,18706,18441,18172,17905,17688,17557,17477,17413,17369,17332
"Golegã",5697,5685,5667,5635,5617,5602,5585,5568,5531,5488,5715,5929,5860,5776,5699,5627,5551,5479,5418,5384,5389,5410,5430,5465
"Rio Maior",21122,21199,21228,21226,21233,21250,21265,21258,21243,21229,21254,21216,21094,20981,20890,20834,20780,20784,20901,21080,21366,21756,22134,22497
"Salvaterra de Magos",20258,20517,20745,20952,21155,21379,21607,21794,21954,22113,22259,22246,22081,21902,21742,21577,21408,21286,21238,21496,22023,22580,23100,23582
"Santarém",63510,63526,63462,63390,63319,63214,63093,62901,62687,62453,62025,61485,60956,60394,59902,59456,58995,58642,58537,58788,59388,60050,60672,61337
"Amadora",175533,176321,176630,176483,176129,175793,175557,175419,175324,175208,174194,172953,172308,171913,171884,171862,172076,172384,172929,172819,172690,174132,176680,179930
"Cascais",171997,176354,180305,183826,187205,190581,194050,197635,201258,204767,207494,208470,208301,208456,209219,210172,211250,212337,213838,214965,214462,215551,218431,220988
"Lisboa",563312,562774,561407,559217,556867,554681,552882,551526,550466,549210,545506,542338,541974,542865,545394,548189,551090,554033,558461,555228,547010,551331,562325,571435
"Loures",198975,200394,201444,202041,202453,202832,203250,203761,204251,204740,202489,199812,199424,199437,199780,200021,200397,200853,201705,202487,202660,203560,205742,208471
"Mafra",55259,57482,59675,61832,64001,66245,68560,70885,73184,75499,77228,78025,78501,79112,79959,80826,81732,82771,84059,86009,87560,88635,89739,90688
"Odivelas",134077,135687,136942,137881,138694,139512,140496,141609,142710,143851,144874,145345,145396,145657,146217,146773,147441,148107,148911,149127,148953,150132,152425,154993
"Oeiras",162347,163792,165020,165991,166889,167860,168884,169883,170876,171786,172142,171978,171627,171413,171565,171758,171959,172235,172896,172590,171798,172843,174764,176772
"Sintra",363575,366907,369353,370797,371843,372823,373903,375179,376377,377301,378409,378787,377938,377420,377869,378589,379484,380697,382758,385702,387196,388951,393097,398238
"Vila Franca de Xira",123356,125126,126672,128065,129417,130754,132132,133560,134925,136224,137097,137105,136634,136386,136420,136514,136699,136928,137429,138004,137936,138073,138958,140082
"Alcochete",13191,13649,14097,14541,14983,15436,15909,16385,16861,17329,17691,17860,17951,18079,18226,18352,18504,18669,18862,19133,19375,19646,19962,20282
"Almada",161294,163249,164921,166247,167370,168510,169756,171083,172394,173634,174741,175060,174689,174592,174839,175210,175679,176158,177094,177961,178043,178671,180302,182438
"Barreiro",78963,79120,79206,79192,79138,79100,79087,79059,79034,78969,78982,78878,78494,78165,78003,77936,77972,78097,78479,78806,78762,78856,79486,80549
"Moita",67332,67401,67382,67279,67077,66855,66697,66545,66376,66176,66186,66173,65839,65553,65375,65208,65108,65096,65269,66067,66860,67438,68400,69675
"Montijo",39682,41014,42237,43351,44455,45608,46842,48109,49359,50593,51551,51973,52075,52206,52478,52839,53245,53701,54428,55543,56546,57479,58620,59905
"Palmela",53765,54858,55882,56806,57700,58643,59626,60575,61474,62395,63634,64503,64632,64817,65157,65515,65909,66290,66899,68415,69879,70958,72296,73700
"Seixal",150362,151819,152926,153734,154434,155084,155785,156522,157217,157928,159192,160064,160002,160140,160468,160871,161524,162361,163544,165794,167695,169153,171683,175023
"Sesimbra",38057,39342,40583,41759,42938,44117,45321,46566,47765,48928,49828,50184,50215,50292,50450,50603,50824,51102,51434,52163,53043,54004,55058,56040
"Setúbal",114140,115210,116087,116800,117444,118132,118855,119594,120307,120950,121811,122208,121884,121717,121790,121923,122109,122439,123121,123941,123706,123195,123405,123944
"Alcácer do Sal",14231,14129,14013,13901,13785,13659,13541,13404,13250,13119,12959,12723,12485,12277,12082,11887,11707,11554,11435,11318,11181,11086,11069,11059
"Grândola",14917,14974,15009,15012,14985,14955,14947,14948,14937,14902,14783,14630,14499,14361,14255,14159,14053,13959,13910,13913,13954,13997,14084,14196
"Odemira",26110,26233,26263,26261,26236,26211,26220,26199,26166,26138,25975,25833,25875,25991,26232,26531,26851,27339,28250,29268,30186,31312,32529,33495
"Santiago do Cacém",31048,30983,30887,30755,30614,30473,30333,30179,30038,29886,29669,29439,29187,28898,28614,28358,28139,27952,27846,27880,27987,28083,28186,28270
"Sines",13592,13702,13785,13856,13919,13972,14036,14099,14160,14225,14390,14488,14419,14349,14291,14243,14197,14176,14190,14245,14376,14557,14708,14784
"Aljustrel",10520,10392,10241,10097,9965,9832,9702,9578,9454,9333,9256,9210,9153,9090,9021,8964,8923,8882,8864,8888,8909,8908,8915,8923
"Almodôvar",8124,8078,8012,7939,7864,7799,7741,7657,7575,7501,7466,7423,7301,7182,7083,6991,6912,6843,6789,6757,6758,6728,6692,6673
"Alvito",2677,2659,2647,2641,2630,2611,2598,2578,2551,2526,2566,2584,2532,2479,2421,2371,2323,2287,2261,2266,2291,2281,2271,2291
"Barrancos",1923,1926,1921,1917,1915,1902,1883,1868,1857,1845,1828,1800,1766,1732,1697,1661,1627,1596,1562,1541,1517,1478,1444,1423
"Beja",35766,35829,35863,35913,35960,35981,36017,36015,35982,35939,35956,35858,35536,35215,34906,34625,34356,34086,33942,33764,33627,33631,33728,33896
"Castro Verde",7600,7580,7553,7530,7504,7480,7458,7427,7385,7325,7319,7323,7270,7217,7170,7124,7074,7026,7001,6957,6926,6946,6961,6956
"Cuba",4991,4987,4962,4937,4926,4916,4911,4907,4904,4895,4933,4945,4864,4788,4719,4638,4559,4483,4423,4403,4406,4429,4460,4470
"Ferreira do Alentejo",8978,8916,8837,8754,8684,8622,8556,8475,8389,8316,8257,8181,8080,7985,7895,7815,7744,7678,7647,7695,7789,7850,7888,7907
"Mértola",8669,8529,8377,8241,8097,7951,7816,7663,7512,7374,7134,6910,6806,6711,6622,6537,6457,6383,6328,6295,6266,6214,6158,6102
"Moura",16537,16444,16322,16182,16035,15878,15730,15589,15434,15268,15073,14857,14629,14408,14203,13993,13781,13582,13427,13364,13336,13320,13324,13326
"Ourique",6173,6109,6042,5976,5903,5827,5735,5629,5538,5460,5429,5390,5307,5229,5152,5078,5011,4954,4903,4867,4839,4821,4824,4807
"Serpa",16705,16655,16554,16433,16330,16226,16135,16027,15896,15756,15551,15315,15086,14854,14635,14428,14227,14016,13859,13829,13806,13756,13738,13702
"Vidigueira",6173,6148,6127,6109,6078,6049,6026,5999,5980,5957,5889,5794,5704,5620,5548,5474,5391,5315,5264,5228,5215,5230,5235,5245
"Alter do Chão",3933,3906,3869,3832,3794,3756,3727,3697,3653,3607,3610,3595,3522,3450,3380,3312,3252,3200,3138,3099,3113,3148,3172,3201
"Arronches",3381,3368,3350,3321,3290,3268,3253,3232,3214,3193,3205,3210,3161,3108,3063,3024,2984,2941,2892,2843,2804,2782,2772,2768
"Avis",5182,5131,5082,5024,4958,4900,4842,4782,4711,4627,4550,4461,4356,4255,4167,4085,3998,3920,3858,3827,3825,3805,3793,3781
"Campo Maior",8405,8455,8469,8480,8494,8487,8467,8464,8484,8481,8454,8424,8398,8357,8311,8271,8231,8199,8175,8142,8073,7994,7936,7897
"Castelo de Vide",3855,3817,3779,3733,3683,3635,3601,3555,3500,3450,3470,3483,3424,3378,3333,3283,3236,3194,3156,3168,3198,3206,3204,3189
"Crato",4326,4271,4206,4133,4060,3990,3932,3884,3827,3766,3769,3761,3684,3612,3548,3480,3422,3372,3308,3267,3252,3253,3269,3262
"Elvas",23364,23396,23388,23373,23370,23332,23259,23197,23151,23122,23076,22900,22603,22299,21996,21700,21447,21238,21064,20927,20749,20543,20432,20369
"Fronteira",3725,3696,3663,3633,3606,3572,3550,3527,3493,3450,3423,3386,3315,3254,3206,3154,3091,3035,2988,2953,2948,2947,2958,2974
"Gavião",4869,4793,4718,4647,4566,4487,4415,4331,4251,4185,4149,4097,4003,3897,3803,3714,3627,3549,3465,3412,3392,3371,3343,3294
"Marvão",4019,3977,3926,3873,3831,3782,3730,3684,3628,3564,3510,3465,3411,3354,3298,3243,3197,3145,3088,3055,3059,3053,3031,3022
"Monforte",3407,3405,3404,3401,3397,3396,3385,3363,3353,3343,3336,3314,3267,3213,3160,3111,3065,3022,2990,2989,3003,2991,2989,3010
"Nisa",8559,8464,8367,8245,8118,8018,7923,7789,7661,7549,7421,7264,7095,6929,6764,6583,6401,6256,6138,6033,5906,5778,5705,5659
"Ponte de Sor",18087,17995,17896,17763,17609,17447,17305,17172,17017,16846,16686,16516,16322,16124,15943,15762,15589,15460,15363,15327,15298,15240,15212,15165
"Portalegre",25957,25882,25780,25699,25630,25560,25472,25338,25205,25060,24813,24508,24236,23964,23688,23425,23172,22946,22743,22522,22328,22151,21983,21834
"Sousel",5762,5701,5634,5579,5515,5439,5367,5297,5224,5139,5062,4978,4890,4795,4700,4622,4552,4481,4415,4390,4409,4409,4398,4402
"Alandroal",6554,6504,6436,6361,6275,6207,6155,6075,5989,5909,5812,5713,5622,5520,5432,5358,5271,5184,5115,5060,5034,5020,5003,4985
"Arraiolos",7614,7594,7573,7567,7548,7531,7511,7474,7430,7388,7298,7182,7093,6999,6911,6834,6763,6704,6657,6639,6680,6730,6761,6824
"Borba",7760,7726,7690,7649,7612,7571,7537,7489,7434,7381,7306,7207,7117,7024,6920,6823,6730,6643,6550,6495,6475,6433,6401,6388
"Estremoz",15631,15517,15399,15288,15167,15028,14895,14752,14589,14415,14191,13947,13741,13564,13417,13278,13127,12988,12872,12787,12745,12679,12589,12516
"Évora",56552,56682,56757,56836,56891,56937,56969,56908,56817,56716,56618,56415,56047,55632,55270,54953,54637,54380,54245,54053,53883,53834,53862,53923
"Montemor-o-Novo",18560,18513,18434,18339,18239,18125,18006,17871,17717,17560,17377,17185,16984,16773,16597,16432,16263,16104,15988,15958,15984,15949,15924,15932
"Mora",5759,5690,5616,5534,5456,5374,5300,5231,5146,5047,4997,4949,4847,4752,4669,4573,4467,4367,4282,4224,4196,4183,4166,4158
"Mourão",3204,3162,3116,3067,3001,2932,2872,2814,2755,2696,2657,2629,2590,2559,2523,2485,2451,2410,2378,2361,2370,2391,2410,2428
"Portel",7085,7035,6978,6922,6864,6802,6736,6664,6583,6488,6356,6230,6164,6088,5993,5900,5813,5750,5703,5699,5740,5750,5737,5736
"Redondo",7295,7283,7263,7253,7234,7189,7150,7125,7101,7072,7019,6948,6868,6777,6693,6615,6532,6454,6399,6355,6310,6281,6286,6295
"Reguengos de Monsaraz",11366,11330,11276,11232,11185,11127,11067,10992,10935,10880,10800,10708,10593,10459,10345,10242,10126,10033,9974,9932,9894,9853,9855,9858
"Vendas Novas",11638,11700,11749,11791,11832,11853,11861,11866,11871,11864,11857,11821,11738,11644,11548,11457,11370,11271,11214,11248,11324,11407,11494,11564
"Viana do Alentejo",5626,5658,5675,5687,5705,5723,5749,5762,5762,5760,5815,5841,5755,5667,5603,5543,5480,5422,5385,5392,5426,5471,5519,5565
"Vila Viçosa",8857,8832,8798,8747,8682,8617,8568,8512,8443,8375,8281,8189,8109,8011,7905,7794,7692,7606,7514,7436,7396,7352,7311,7284
"Albufeira",31802,32967,33995,34866,35723,36614,37515,38437,39377,40328,40984,41212,41322,41527,41904,42336,42808,43364,44053,44425,44546,45610,47019,48166
"Alcoutim",3743,3661,3571,3479,3395,3314,3223,3130,3045,2968,2914,2875,2827,2780,2741,2703,2661,2628,2601,2566,2528,2485,2436,2407
"Aljezur",5304,5406,5489,5550,5597,5645,5692,5736,5798,5865,5824,5725,5686,5664,5662,5686,5722,5772,5856,6012,6138,6210,6310,6432
"Castro Marim",6610,6647,6677,6687,6678,6685,6710,6724,6734,6749,6707,6638,6595,6550,6505,6473,6453,6431,6425,6463,6535,6644,6765,6901
"Faro",58266,59154,59938,60597,61229,61862,62489,63108,63721,64316,65211,65801,65738,65724,65883,66153,66498,66968,67633,68011,67924,68392,69196,69908
"Lagoa",20733,21075,21349,21570,21784,22009,22235,22448,22661,22878,22988,22938,22838,22766,22778,22855,22970,23107,23300,23629,23950,24289,24712,25227
"Lagos",25586,26315,26948,27477,27966,28488,29048,29614,30184,30767,31113,31159,31146,31166,31313,31554,31842,32195,32701,33350,33631,33865,34349,34897
"Loulé",59559,61022,62275,63357,64356,65378,66539,67760,68946,70099,70463,70135,69885,69757,69891,70124,70446,70952,71643,72396,72538,72967,74000,75087
"Monchique",6942,6880,6786,6672,6567,6479,6394,6303,6213,6124,5996,5864,5767,5690,5633,5574,5522,5483,5452,5465,5457,5393,5343,5330
"Olhão",40961,41520,41979,42413,42852,43276,43720,44191,44682,45162,45342,45137,44834,44535,44352,44260,44185,44161,44291,44647,44750,44721,44931,45248
"Portimão",45212,46541,47739,48782,49772,50791,51878,52977,54058,55128,56007,56345,56342,56451,56734,57080,57511,58155,59046,59837,60194,61227,62627,63773
"São Brás de Alportel",10050,10150,10218,10266,10307,10352,10412,10491,10569,10638,10719,10752,10725,10721,10760,10804,10842,10899,11019,11203,11329,11427,11551,11667
"Silves",33948,34402,34782,35098,35400,35689,35980,36296,36642,36993,36975,36716,36559,36448,36430,36466,36545,36702,37046,37609,38086,38597,39226,39903
"Tavira",25017,25212,25383,25482,25573,25670,25799,25941,26055,26168,26164,26106,26097,26129,26226,26395,26608,26828,27156,27532,27609,27599,27767,28071
"Vila do Bispo",5330,5347,5360,5357,5337,5319,5312,5290,5269,5269,5267,5258,5252,5260,5278,5317,5363,5419,5520,5671,5781,5841,5906,5992
"Vila Real de Santo António",17981,18187,18334,18425,18503,18601,18735,18881,19007,19118,19143,19043,18907,18795,18735,18714,18735,18794,18868,18940,18946,19037,19235,19430
"Vila do Porto",5577,5584,5582,5572,5570,5579,5592,5594,5586,5567,5560,5554,5528,5494,5458,5428,5418,5408,5384,5399,5454,5496,5506,5503
"Lagoa [R.A.A.]",14130,14190,14236,14276,14315,14350,14387,14414,14421,14428,14418,14401,14382,14325,14255,14211,14177,14145,14121,14187,14361,14592,14823,15025
"Nordeste",5276,5259,5227,5195,5167,5130,5095,5062,5032,4988,4941,4904,4858,4799,4736,4676,4613,4555,4498,4452,4437,4438,4437,4438
"Ponta Delgada",65962,66379,66746,67068,67408,67770,68085,68339,68562,68737,68928,69056,68981,68710,68366,68080,67855,67682,67544,67509,67683,68112,68569,68898
"Povoação",6707,6692,6660,6616,6581,6548,6507,6462,6419,6361,6298,6253,6199,6130,6075,6018,5940,5879,5848,5843,5862,5879,5875,5875
"Ribeira Grande",28605,29010,29367,29734,30109,30445,30813,31205,31558,31893,32184,32298,32246,32073,31858,31706,31591,31494,31423,31479,31656,31900,32161,32339
"Vila Franca do Campo",11129,11178,11192,11191,11192,11198,11215,11233,11231,11216,11200,11159,11074,10953,10836,10731,10608,10498,10411,10376,10369,10374,10393,10383
"Angra do Heroísmo",35596,35625,35635,35673,35695,35705,35713,35683,35610,35489,35478,35491,35354,35123,34843,34592,34359,34166,34005,33933,33923,33911,33849,33744
"Vila da Praia da Vitória",20281,20407,20516,20598,20674,20760,20859,20956,21009,21033,21005,20888,20733,20539,20301,20080,19901,19744,19595,19523,19571,19644,19704,19801
"Santa Cruz da Graciosa",4779,4747,4707,4662,4619,4582,4548,4516,4478,4431,4385,4348,4308,4262,4220,4182,4156,4135,4115,4102,4102,4111,4106,4085
"Calheta [R.A.A.]",4058,4041,4029,4015,3981,3942,3910,3880,3851,3809,3757,3728,3701,3664,3626,3579,3538,3505,3483,3479,3500,3516,3504,3490
"Velas",5597,5607,5597,5576,5556,5534,5518,5498,5471,5436,5410,5382,5335,5278,5210,5150,5104,5066,5015,4967,4951,4951,4952,4951
"Lajes do Pico",5032,4999,4969,4934,4899,4868,4836,4793,4758,4734,4699,4660,4624,4575,4523,4472,4433,4399,4368,4366,4387,4394,4394,4401
"Madalena",6137,6130,6128,6127,6112,6103,6105,6090,6073,6060,6068,6115,6156,6163,6156,6160,6178,6200,6248,6321,6399,6463,6509,6546
"São Roque do Pico",3619,3592,3572,3550,3521,3497,3474,3454,3432,3404,3395,3391,3374,3338,3302,3282,3263,3245,3229,3224,3259,3325,3385,3436
"Horta",15065,15075,15060,15067,15079,15074,15064,15059,15036,15006,14994,14963,14897,14797,14672,14558,14470,14395,14350,14384,14427,14433,14451,14466
"Lajes das Flores",1506,1511,1513,1508,1502,1506,1514,1517,1514,1514,1509,1499,1489,1475,1461,1449,1442,1430,1419,1416,1415,1428,1443,1451
"Santa Cruz das Flores",2490,2478,2454,2427,2409,2392,2376,2354,2331,2309,2289,2267,2238,2207,2172,2139,2104,2067,2036,2026,2052,2072,2084,2106
"Corvo",425,425,423,420,418,417,416,416,417,417,412,407,407,403,397,393,390,388,384,385,401,424,435,436
"Calheta [R.A.M.]",11923,11964,11961,11910,11862,11817,11793,11751,11671,11585,11463,11325,11188,11024,10877,10781,10718,10710,10765,10891,10974,10972,11069,11270
"Câmara de Lobos",34674,34978,35153,35278,35420,35564,35693,35741,35719,35686,35520,35128,34619,34029,33430,32955,32564,32287,32150,32210,32330,32386,32604,33015
"Funchal",104399,105709,106779,107684,108500,109345,110189,110862,111370,111795,112079,111674,110646,109322,107936,106947,106372,106074,105965,106137,106352,106702,107282,107846
"Machico",21745,21893,21991,22035,22045,22060,22052,22013,21957,21889,21796,21612,21339,20996,20638,20341,20089,19866,19698,19666,19656,19584,19573,19637
"Ponta do Sol",8157,8274,8376,8466,8534,8606,8689,8740,8786,8840,8855,8793,8695,8565,8427,8341,8295,8287,8335,8388,8434,8506,8624,8815
"Porto Moniz",2915,2904,2889,2870,2851,2832,2814,2794,2772,2741,2730,2715,2669,2617,2566,2537,2517,2500,2508,2500,2485,2497,2514,2563
"Ribeira Brava",12523,12683,12827,12971,13087,13165,13247,13316,13361,13384,13384,13309,13158,12969,12765,12625,12570,12585,12679,12749,12788,12846,12972,13201
"Santa Cruz",30301,31734,33120,34466,35805,37154,38512,39847,41159,42413,43054,42969,42685,42307,41932,41690,41602,41625,41753,42115,42666,43250,43857,44497
"Santana",8750,8685,8605,8511,8395,8276,8169,8062,7939,7801,7655,7503,7357,7204,7049,6911,6800,6722,6677,6624,6554,6492,6473,6502
"São Vicente",6179,6174,6138,6078,6020,5979,5946,5904,5843,5772,5650,5514,5398,5255,5124,5027,4949,4897,4867,4872,4875,4865,4920,5048
"Porto Santo",4518,4630,4745,4854,4955,5058,5161,5263,5351,5437,5496,5485,5448,5398,5327,5265,5223,5186,5160,5158,5186,5285,5461,5640
