Territórios,Ano,Valor
Distrito de Castelo Branco,2021,71820
Distrito de Castelo Branco,2022,70964
Distrito de Castelo Branco,2023,70492
Distrito de Castelo Branco,2024,70399
Distrito de Coimbra,2001,169475
Distrito de Coimbra,2002,170522
Distrito de Coimbra,2003,171414
Distrito de Coimbra,2004,172048
Distrito de Coimbra,2005,172914
Distrito de Coimbra,2006,174060
Distrito de Coimbra,2007,175426
Distrito de Coimbra,2008,176997
Distrito de Coimbra,2009,178512
Distrito de Coimbra,2010,179699
Distrito de Coimbra,2011,180511
Distrito de Coimbra,2012,181111
Distrito de Coimbra,2013,180944
Distrito de Coimbra,2014,180083
Distrito de Coimbra,2015,179202
Distrito de Coimbra,2016,178151
Distrito de Coimbra,2017,177001
Distrito de Coimbra,2018,175728
Distrito de Coimbra,2019,174516
Distrito de Coimbra,2020,173486
Distrito de Coimbra,2021,172414
Distrito de Coimbra,2022,171578
Distrito de Coimbra,2023,171548
Distrito de Coimbra,2024,172310
Distrito de Faro,2001,153733
Distrito de Faro,2002,156566
Distrito de Faro,2003,159198
Distrito de Faro,2004,161439
Distrito de Faro,2005,163705
Distrito de Faro,2006,166304
Distrito de Faro,2007,169370
Distrito de Faro,2008,172716
Distrito de Faro,2009,176320
Distrito de Faro,2010,181081
Distrito de Faro,2011,185528
Distrito de Faro,2012,188253
Distrito de Faro,2013,190042
Distrito de Faro,2014,191395
Distrito de Faro,2015,193092
Distrito de Faro,2016,194647
Distrito de Faro,2017,195926
Distrito de Faro,2018,197268
Distrito de Faro,2019,198736
Distrito de Faro,2020,199889
Distrito de Faro,2021,199657
Distrito de Faro,2022,200159
Distrito de Faro,2023,201616
Distrito de Faro,2024,203416
Distrito de Leiria,2001,175796
Distrito de Leiria,2002,177755
Distrito de Leiria,2003,179611
Distrito de Leiria,2004,181292
Distrito de Leiria,2005,183003
Distrito de Leiria,2006,185093
Distrito de Leiria,2007,187423
Distrito de Leiria,2008,189692
Distrito de Leiria,2009,192052
Distrito de Leiria,2010,194370
Distrito de Leiria,2011,196038
Distrito de Leiria,2012,197066
Distrito de Leiria,2013,197362
Distrito de Leiria,2014,197136
Distrito de Leiria,2015,196989
Distrito de Leiria,2016,196607
Distrito de Leiria,2017,195679
Distrito de Leiria,2018,194447
Distrito de Leiria,2019,193564
Distrito de Leiria,2020,193373
Distrito de Leiria,2021,193580
Distrito de Leiria,2022,194017
Distrito de Leiria,2023,195356
Distrito de Leiria,2024,197436
Distrito de Lisboa,2001,846027
Distrito de Lisboa,2002,854490
Distrito de Lisboa,2003,861985
Distrito de Lisboa,2004,868245
Distrito de Lisboa,2005,875324
Distrito de Lisboa,2006,884450
Distrito de Lisboa,2007,894898
Distrito de Lisboa,2008,904668
Distrito de Lisboa,2009,913769
Distrito de Lisboa,2010,922668
Distrito de Lisboa,2011,927848
Distrito de Lisboa,2012,929672
Distrito de Lisboa,2013,929273
Distrito de Lisboa,2014,928503
Distrito de Lisboa,2015,929739
Distrito de Lisboa,2016,931242
Distrito de Lisboa,2017,933740
Distrito de Lisboa,2018,937336
Distrito de Lisboa,2019,943429
Distrito de Lisboa,2020,946492
Distrito de Lisboa,2021,945358
Distrito de Lisboa,2022,951502
Distrito de Lisboa,2023,964334
Distrito de Lisboa,2024,978455
Distrito de Portalegre,2001,45860
Distrito de Portalegre,2002,45614
Distrito de Portalegre,2003,45401
Distrito de Portalegre,2004,45210
Distrito de Portalegre,2005,45156
Distrito de Portalegre,2006,45245
Distrito de Portalegre,2007,45383
Distrito de Portalegre,2008,45584
Distrito de Portalegre,2009,45798
Distrito de Portalegre,2010,45932
Distrito de Portalegre,2011,46101
Distrito de Portalegre,2012,46244
Distrito de Portalegre,2013,46130
Distrito de Portalegre,2014,45838
Distrito de Portalegre,2015,45575
Distrito de Portalegre,2016,45233
Distrito de Portalegre,2017,44767
Distrito de Portalegre,2018,44214
Distrito de Portalegre,2019,43580
Distrito de Portalegre,2020,43077
Distrito de Portalegre,2021,42771
Distrito de Portalegre,2022,42367
Distrito de Portalegre,2023,41860
Distrito de Portalegre,2024,41364
Distrito de Santarém,2001,172801
Distrito de Santarém,2002,173590
Distrito de Santarém,2003,174329
Distrito de Santarém,2004,174966
Distrito de Santarém,2005,175822
Distrito de Santarém,2006,177137
Distrito de Santarém,2007,178667
Distrito de Santarém,2008,180171
Distrito de Santarém,2009,181761
Distrito de Santarém,2010,183376
Distrito de Santarém,2011,184532
Distrito de Santarém,2012,185070
Distrito de Santarém,2013,184693
Distrito de Santarém,2014,183658
Distrito de Santarém,2015,182745
Distrito de Santarém,2016,181694
Distrito de Santarém,2017,180192
Distrito de Santarém,2018,178630
Distrito de Santarém,2019,177306
Distrito de Santarém,2020,176764
Distrito de Santarém,2021,177147
Distrito de Santarém,2022,177749
Distrito de Santarém,2023,178548
Distrito de Santarém,2024,179605
Distrito de Setúbal,2001,318573
Distrito de Setúbal,2002,321774
Distrito de Setúbal,2003,324609
Distrito de Setúbal,2004,327032
Distrito de Setúbal,2005,329673
Distrito de Setúbal,2006,333285
Distrito de Setúbal,2007,337800
Distrito de Setúbal,2008,342458
Distrito de Setúbal,2009,346996
Distrito de Setúbal,2010,351979
Distrito de Setúbal,2011,356306
Distrito de Setúbal,2012,358948
Distrito de Setúbal,2013,359781
Distrito de Setúbal,2014,359886
Distrito de Setúbal,2015,360555
Distrito de Setúbal,2016,360967
Distrito de Setúbal,2017,361254
Distrito de Setúbal,2018,361777
Distrito de Setúbal,2019,363033
Distrito de Setúbal,2020,365331
Distrito de Setúbal,2021,366378
Distrito de Setúbal,2022,367190
Distrito de Setúbal,2023,369549
Distrito de Setúbal,2024,373188
Distrito de Viana do Castelo,2001,92420
Distrito de Viana do Castelo,2002,93156
Distrito de Viana do Castelo,2003,93779
Distrito de Viana do Castelo,2004,94277
Distrito de Viana do Castelo,2005,94949
Distrito de Viana do Castelo,2006,95798
Distrito de Viana do Castelo,2007,96733
Distrito de Viana do Castelo,2008,97739
Distrito de Viana do Castelo,2009,98739
Distrito de Viana do Castelo,2010,99571
Distrito de Viana do Castelo,2011,100122
Distrito de Viana do Castelo,2012,100574
Distrito de Viana do Castelo,2013,100622
Distrito de Viana do Castelo,2014,100247
Distrito de Viana do Castelo,2015,99921
Distrito de Viana do Castelo,2016,99472
Distrito de Viana do Castelo,2017,98842
Distrito de Viana do Castelo,2018,98254
Distrito de Viana do Castelo,2019,97625
Distrito de Viana do Castelo,2020,97038
Distrito de Viana do Castelo,2021,96293
Distrito de Viana do Castelo,2022,95672
Distrito de Viana do Castelo,2023,95468
Distrito de Viana do Castelo,2024,95148
Distrito de Vila Real,2001,84057
Distrito de Vila Real,2002,84202
Distrito de Vila Real,2003,84235
Distrito de Vila Real,2004,84244
Distrito de Vila Real,2005,84375
Distrito de Vila Real,2006,84643
Distrito de Vila Real,2007,85007
Distrito de Vila Real,2008,85229
Distrito de Vila Real,2009,85397
Distrito de Vila Real,2010,85556
Distrito de Vila Real,2011,85690
Distrito de Vila Real,2012,85812
Distrito de Vila Real,2013,85583
Distrito de Vila Real,2014,84968
Distrito de Vila Real,2015,84289
Distrito de Vila Real,2016,83500
Distrito de Vila Real,2017,82525
Distrito de Vila Real,2018,81397
Distrito de Vila Real,2019,80138
Distrito de Vila Real,2020,78836
Distrito de Vila Real,2021,77429
Distrito de Vila Real,2022,76059
Distrito de Vila Real,2023,75148
Distrito de Vila Real,2024,74293
Distrito de Viseu,2001,143445
Distrito de Viseu,2002,144263
Distrito de Viseu,2003,144939
Distrito de Viseu,2004,145379
Distrito de Viseu,2005,146037
Distrito de Viseu,2006,146922
Distrito de Viseu,2007,148002
Distrito de Viseu,2008,149221
Distrito de Viseu,2009,150400
Distrito de Viseu,2010,151463
Distrito de Viseu,2011,152365
Distrito de Viseu,2012,153201
Distrito de Viseu,2013,153275
Distrito de Viseu,2014,152588
Distrito de Viseu,2015,152029
Distrito de Viseu,2016,151393
Distrito de Viseu,2017,150376
Distrito de Viseu,2018,149202
Distrito de Viseu,2019,148160
Distrito de Viseu,2020,147108
Distrito de Viseu,2021,145855
Distrito de Viseu,2022,144435
Distrito de Viseu,2023,143692
Distrito de Viseu,2024,143668
Distrito de Évora,2001,64252
Distrito de Évora,2002,64162
Distrito de Évora,2003,64245
Distrito de Évora,2004,64278
Distrito de Évora,2005,64309
Distrito de Évora,2006,64572
Distrito de Évora,2007,65021
Distrito de Évora,2008,65453
Distrito de Évora,2009,65876
Distrito de Évora,2010,66359
Distrito de Évora,2011,66812
Distrito de Évora,2012,67140
Distrito de Évora,2013,67117
Distrito de Évora,2014,66842
Distrito de Évora,2015,66537
Distrito de Évora,2016,66151
Distrito de Évora,2017,65649
Distrito de Évora,2018,65083
Distrito de Évora,2019,64528
Distrito de Évora,2020,64135
Distrito de Évora,2021,63938
Distrito de Évora,2022,63687
Distrito de Évora,2023,63412
Distrito de Évora,2024,63169
Distrito do Porto,2001,683196
Distrito do Porto,2002,695815
Distrito do Porto,2003,707682
Distrito do Porto,2004,718886
Distrito do Porto,2005,730357
Distrito do Porto,2006,743194
Distrito do Porto,2007,756666
Distrito do Porto,2008,768938
Distrito do Porto,2009,780211
Distrito do Porto,2010,789078
Distrito do Porto,2011,794334
Distrito do Porto,2012,797815
Distrito do Porto,2013,798426
Distrito do Porto,2014,796747
Distrito do Porto,2015,795275
Distrito do Porto,2016,793825
Distrito do Porto,2017,792582
Distrito do Porto,2018,791926
Distrito do Porto,2019,791595
Distrito do Porto,2020,789312
Distrito do Porto,2021,787020
Distrito do Porto,2022,789279
Distrito do Porto,2023,793838
Distrito do Porto,2024,797030
Região Autónoma da Madeira,2001,87113
Região Autónoma da Madeira,2002,89107
Região Autónoma da Madeira,2003,91159
Região Autónoma da Madeira,2004,93179
Região Autónoma da Madeira,2005,95266
Região Autónoma da Madeira,2006,97387
Região Autónoma da Madeira,2007,99640
Região Autónoma da Madeira,2008,102153
Região Autónoma da Madeira,2009,104875
Região Autónoma da Madeira,2010,108563
Região Autónoma da Madeira,2011,111739
Região Autónoma da Madeira,2012,113252
Região Autónoma da Madeira,2013,114280
Região Autónoma da Madeira,2014,114847
Região Autónoma da Madeira,2015,115090
Região Autónoma da Madeira,2016,115196
Região Autónoma da Madeira,2017,115260
Região Autónoma da Madeira,2018,115350
Região Autónoma da Madeira,2019,115542
Região Autónoma da Madeira,2020,115624
Região Autónoma da Madeira,2021,115437
Região Autónoma da Madeira,2022,115351
Região Autónoma da Madeira,2023,115562
Região Autónoma da Madeira,2024,115964
Região Autónoma dos Açores,2001,80873
Região Autónoma dos Açores,2002,82157
Região Autónoma dos Açores,2003,83514
Região Autónoma dos Açores,2004,84980
Região Autónoma dos Açores,2005,86444
Região Autónoma dos Açores,2006,87960
Região Autónoma dos Açores,2007,89688
Região Autónoma dos Açores,2008,91487
Região Autónoma dos Açores,2009,93197
Região Autónoma dos Açores,2010,94894
Região Autónoma dos Açores,2011,96661
Região Autónoma dos Açores,2012,98563
Região Autónoma dos Açores,2013,100310
Região Autónoma dos Açores,2014,101532
Região Autónoma dos Açores,2015,102388
Região Autónoma dos Açores,2016,103061
Região Autónoma dos Açores,2017,103622
Região Autónoma dos Açores,2018,104134
Região Autónoma dos Açores,2019,104529
Região Autónoma dos Açores,2020,104876
Região Autónoma dos Açores,2021,105328
Região Autónoma dos Açores,2022,106054
Região Autónoma dos Açores,2023,106643
Região Autónoma dos Açores,2024,106858
