Territórios,Ano,Valor
Distrito de Braga,2022,153928
Distrito de Braga,2023,152401
Distrito de Braga,2024,150709
Distrito de Bragança,2001,29454
Distrito de Bragança,2002,28327
Distrito de Bragança,2003,27240
Distrito de Bragança,2004,26232
Distrito de Bragança,2005,25402
Distrito de Bragança,2006,24740
Distrito de Bragança,2007,24147
Distrito de Bragança,2008,23487
Distrito de Bragança,2009,22742
Distrito de Bragança,2010,22093
Distrito de Bragança,2011,21504
Distrito de Bragança,2012,20886
Distrito de Bragança,2013,20259
Distrito de Bragança,2014,19716
Distrito de Bragança,2015,19243
Distrito de Bragança,2016,18767
Distrito de Bragança,2017,18353
Distrito de Bragança,2018,17916
Distrito de Bragança,2019,17429
Distrito de Bragança,2020,17006
Distrito de Bragança,2021,16566
Distrito de Bragança,2022,16274
Distrito de Bragança,2023,16188
Distrito de Bragança,2024,16055
Distrito de Castelo Branco,2001,39337
Distrito de Castelo Branco,2002,38375
Distrito de Castelo Branco,2003,37449
Distrito de Castelo Branco,2004,36598
Distrito de Castelo Branco,2005,35880
Distrito de Castelo Branco,2006,35308
Distrito de Castelo Branco,2007,34812
Distrito de Castelo Branco,2008,34255
Distrito de Castelo Branco,2009,33653
Distrito de Castelo Branco,2010,33027
Distrito de Castelo Branco,2011,32307
Distrito de Castelo Branco,2012,31496
Distrito de Castelo Branco,2013,30656
Distrito de Castelo Branco,2014,29883
Distrito de Castelo Branco,2015,29263
Distrito de Castelo Branco,2016,28709
Distrito de Castelo Branco,2017,28132
Distrito de Castelo Branco,2018,27608
Distrito de Castelo Branco,2019,27039
Distrito de Castelo Branco,2020,26544
Distrito de Castelo Branco,2021,26202
Distrito de Castelo Branco,2022,25950
Distrito de Castelo Branco,2023,25974
Distrito de Castelo Branco,2024,26042
Distrito de Coimbra,2001,89650
Distrito de Coimbra,2002,87732
Distrito de Coimbra,2003,86078
Distrito de Coimbra,2004,84612
Distrito de Coimbra,2005,83426
Distrito de Coimbra,2006,82499
Distrito de Coimbra,2007,81637
Distrito de Coimbra,2008,80794
Distrito de Coimbra,2009,79809
Distrito de Coimbra,2010,78390
Distrito de Coimbra,2011,77065
Distrito de Coimbra,2012,76016
Distrito de Coimbra,2013,74748
Distrito de Coimbra,2014,73485
Distrito de Coimbra,2015,72436
Distrito de Coimbra,2016,71471
Distrito de Coimbra,2017,70425
Distrito de Coimbra,2018,69347
Distrito de Coimbra,2019,68329
Distrito de Coimbra,2020,67318
Distrito de Coimbra,2021,66435
Distrito de Coimbra,2022,65946
Distrito de Coimbra,2023,66032
Distrito de Coimbra,2024,66343
Distrito de Faro,2001,82855
Distrito de Faro,2002,84028
Distrito de Faro,2003,85022
Distrito de Faro,2004,85894
Distrito de Faro,2005,86965
Distrito de Faro,2006,88317
Distrito de Faro,2007,89796
Distrito de Faro,2008,91422
Distrito de Faro,2009,92892
Distrito de Faro,2010,93720
Distrito de Faro,2011,93590
Distrito de Faro,2012,92789
Distrito de Faro,2013,91597
Distrito de Faro,2014,90434
Distrito de Faro,2015,89768
Distrito de Faro,2016,89401
Distrito de Faro,2017,89115
Distrito de Faro,2018,88852
Distrito de Faro,2019,88549
Distrito de Faro,2020,88175
Distrito de Faro,2021,87935
Distrito de Faro,2022,88972
Distrito de Faro,2023,90468
Distrito de Faro,2024,91213
Distrito de Leiria,2001,102827
Distrito de Leiria,2002,101726
Distrito de Leiria,2003,100735
Distrito de Leiria,2004,99826
Distrito de Leiria,2005,99218
Distrito de Leiria,2006,98912
Distrito de Leiria,2007,98590
Distrito de Leiria,2008,98073
Distrito de Leiria,2009,97317
Distrito de Leiria,2010,95908
Distrito de Leiria,2011,94099
Distrito de Leiria,2012,92314
Distrito de Leiria,2013,90435
Distrito de Leiria,2014,88797
Distrito de Leiria,2015,87400
Distrito de Leiria,2016,86148
Distrito de Leiria,2017,84936
Distrito de Leiria,2018,83842
Distrito de Leiria,2019,82902
Distrito de Leiria,2020,82023
Distrito de Leiria,2021,81421
Distrito de Leiria,2022,81439
Distrito de Leiria,2023,82048
Distrito de Leiria,2024,82353
Distrito de Lisboa,2001,446192
Distrito de Lisboa,2002,448149
Distrito de Lisboa,2003,450110
Distrito de Lisboa,2004,451222
Distrito de Lisboa,2005,452396
Distrito de Lisboa,2006,454354
Distrito de Lisboa,2007,456436
Distrito de Lisboa,2008,458793
Distrito de Lisboa,2009,460829
Distrito de Lisboa,2010,461384
Distrito de Lisboa,2011,463739
Distrito de Lisboa,2012,467548
Distrito de Lisboa,2013,468760
Distrito de Lisboa,2014,469540
Distrito de Lisboa,2015,470717
Distrito de Lisboa,2016,471067
Distrito de Lisboa,2017,470411
Distrito de Lisboa,2018,468353
Distrito de Lisboa,2019,464592
Distrito de Lisboa,2020,458664
Distrito de Lisboa,2021,453677
Distrito de Lisboa,2022,454751
Distrito de Lisboa,2023,459616
Distrito de Lisboa,2024,463443
Distrito de Portalegre,2001,24443
Distrito de Portalegre,2002,23956
Distrito de Portalegre,2003,23502
Distrito de Portalegre,2004,23076
Distrito de Portalegre,2005,22736
Distrito de Portalegre,2006,22394
Distrito de Portalegre,2007,22017
Distrito de Portalegre,2008,21749
Distrito de Portalegre,2009,21512
Distrito de Portalegre,2010,21243
Distrito de Portalegre,2011,20830
Distrito de Portalegre,2012,20292
Distrito de Portalegre,2013,19781
Distrito de Portalegre,2014,19322
Distrito de Portalegre,2015,18974
Distrito de Portalegre,2016,18662
Distrito de Portalegre,2017,18358
Distrito de Portalegre,2018,18143
Distrito de Portalegre,2019,17967
Distrito de Portalegre,2020,17779
Distrito de Portalegre,2021,17598
Distrito de Portalegre,2022,17416
Distrito de Portalegre,2023,17214
Distrito de Portalegre,2024,16977
Distrito de Santarém,2001,93169
Distrito de Santarém,2002,92212
Distrito de Santarém,2003,91242
Distrito de Santarém,2004,90351
Distrito de Santarém,2005,89833
Distrito de Santarém,2006,89528
Distrito de Santarém,2007,89220
Distrito de Santarém,2008,89026
Distrito de Santarém,2009,88766
Distrito de Santarém,2010,88011
Distrito de Santarém,2011,86613
Distrito de Santarém,2012,84975
Distrito de Santarém,2013,83269
Distrito de Santarém,2014,81607
Distrito de Santarém,2015,80366
Distrito de Santarém,2016,79313
Distrito de Santarém,2017,78174
Distrito de Santarém,2018,77133
Distrito de Santarém,2019,76197
Distrito de Santarém,2020,75458
Distrito de Santarém,2021,74993
Distrito de Santarém,2022,74895
Distrito de Santarém,2023,75233
Distrito de Santarém,2024,75399
Distrito de Setúbal,2001,169807
Distrito de Setúbal,2002,170329
Distrito de Setúbal,2003,170887
Distrito de Setúbal,2004,171459
Distrito de Setúbal,2005,172503
Distrito de Setúbal,2006,173962
Distrito de Setúbal,2007,175589
Distrito de Setúbal,2008,177312
Distrito de Setúbal,2009,178755
Distrito de Setúbal,2010,179147
Distrito de Setúbal,2011,179187
Distrito de Setúbal,2012,179437
Distrito de Setúbal,2013,179006
Distrito de Setúbal,2014,178401
Distrito de Setúbal,2015,178089
Distrito de Setúbal,2016,177870
Distrito de Setúbal,2017,177572
Distrito de Setúbal,2018,177142
Distrito de Setúbal,2019,176539
Distrito de Setúbal,2020,175838
Distrito de Setúbal,2021,174991
Distrito de Setúbal,2022,174958
Distrito de Setúbal,2023,176250
Distrito de Setúbal,2024,177669
Distrito de Viana do Castelo,2001,55212
Distrito de Viana do Castelo,2002,53836
Distrito de Viana do Castelo,2003,52455
Distrito de Viana do Castelo,2004,51207
Distrito de Viana do Castelo,2005,50210
Distrito de Viana do Castelo,2006,49374
Distrito de Viana do Castelo,2007,48647
Distrito de Viana do Castelo,2008,47971
Distrito de Viana do Castelo,2009,47277
Distrito de Viana do Castelo,2010,46400
Distrito de Viana do Castelo,2011,45271
Distrito de Viana do Castelo,2012,44150
Distrito de Viana do Castelo,2013,43092
Distrito de Viana do Castelo,2014,42027
Distrito de Viana do Castelo,2015,41125
Distrito de Viana do Castelo,2016,40353
Distrito de Viana do Castelo,2017,39592
Distrito de Viana do Castelo,2018,38984
Distrito de Viana do Castelo,2019,38480
Distrito de Viana do Castelo,2020,37915
Distrito de Viana do Castelo,2021,37256
Distrito de Viana do Castelo,2022,36734
Distrito de Viana do Castelo,2023,36516
Distrito de Viana do Castelo,2024,36186
Distrito de Vila Real,2001,49688
Distrito de Vila Real,2002,47985
Distrito de Vila Real,2003,46434
Distrito de Vila Real,2004,45014
Distrito de Vila Real,2005,43676
Distrito de Vila Real,2006,42450
Distrito de Vila Real,2007,41349
Distrito de Vila Real,2008,40268
Distrito de Vila Real,2009,39231
Distrito de Vila Real,2010,38233
Distrito de Vila Real,2011,37053
Distrito de Vila Real,2012,35659
Distrito de Vila Real,2013,34285
Distrito de Vila Real,2014,33022
Distrito de Vila Real,2015,31948
Distrito de Vila Real,2016,31073
Distrito de Vila Real,2017,30277
Distrito de Vila Real,2018,29556
Distrito de Vila Real,2019,28859
Distrito de Vila Real,2020,28173
Distrito de Vila Real,2021,27458
Distrito de Vila Real,2022,26792
Distrito de Vila Real,2023,26240
Distrito de Vila Real,2024,25652
Distrito de Viseu,2001,92290
Distrito de Viseu,2002,89675
Distrito de Viseu,2003,87251
Distrito de Viseu,2004,85028
Distrito de Viseu,2005,83107
Distrito de Viseu,2006,81565
Distrito de Viseu,2007,80183
Distrito de Viseu,2008,78772
Distrito de Viseu,2009,77377
Distrito de Viseu,2010,75761
Distrito de Viseu,2011,73735
Distrito de Viseu,2012,71490
Distrito de Viseu,2013,69286
Distrito de Viseu,2014,67214
Distrito de Viseu,2015,65403
Distrito de Viseu,2016,63942
Distrito de Viseu,2017,62604
Distrito de Viseu,2018,61347
Distrito de Viseu,2019,60245
Distrito de Viseu,2020,59166
Distrito de Viseu,2021,57948
Distrito de Viseu,2022,56794
Distrito de Viseu,2023,56040
Distrito de Viseu,2024,55392
Distrito de Évora,2001,34811
Distrito de Évora,2002,34120
Distrito de Évora,2003,33523
Distrito de Évora,2004,33029
Distrito de Évora,2005,32582
Distrito de Évora,2006,32220
Distrito de Évora,2007,31874
Distrito de Évora,2008,31510
Distrito de Évora,2009,31121
Distrito de Évora,2010,30632
Distrito de Évora,2011,30057
Distrito de Évora,2012,29520
Distrito de Évora,2013,29024
Distrito de Évora,2014,28537
Distrito de Évora,2015,28145
Distrito de Évora,2016,27831
Distrito de Évora,2017,27478
Distrito de Évora,2018,27140
Distrito de Évora,2019,26847
Distrito de Évora,2020,26577
Distrito de Évora,2021,26409
Distrito de Évora,2022,26284
Distrito de Évora,2023,26145
Distrito de Évora,2024,25953
Distrito do Porto,2001,441629
Distrito do Porto,2002,436168
Distrito do Porto,2003,430734
Distrito do Porto,2004,424862
Distrito do Porto,2005,419459
Distrito do Porto,2006,414834
Distrito do Porto,2007,409934
Distrito do Porto,2008,404542
Distrito do Porto,2009,398887
Distrito do Porto,2010,392665
Distrito do Porto,2011,386811
Distrito do Porto,2012,381169
Distrito do Porto,2013,374415
Distrito do Porto,2014,367557
Distrito do Porto,2015,361498
Distrito do Porto,2016,356025
Distrito do Porto,2017,350485
Distrito do Porto,2018,344885
Distrito do Porto,2019,339329
Distrito do Porto,2020,332890
Distrito do Porto,2021,327266
Distrito do Porto,2022,324375
Distrito do Porto,2023,323150
Distrito do Porto,2024,321392
Região Autónoma da Madeira,2001,66951
Região Autónoma da Madeira,2002,66779
Região Autónoma da Madeira,2003,66525
Região Autónoma da Madeira,2004,66069
Região Autónoma da Madeira,2005,65511
Região Autónoma da Madeira,2006,65156
Região Autónoma da Madeira,2007,64906
Região Autónoma da Madeira,2008,64568
Região Autónoma da Madeira,2009,64075
Região Autónoma da Madeira,2010,63205
Região Autónoma da Madeira,2011,61739
Região Autónoma da Madeira,2012,59823
Região Autónoma da Madeira,2013,57659
Região Autónoma da Madeira,2014,55429
Região Autónoma da Madeira,2015,53538
Região Autónoma da Madeira,2016,52131
Região Autónoma da Madeira,2017,50960
Região Autónoma da Madeira,2018,49931
Região Autónoma da Madeira,2019,48957
Região Autónoma da Madeira,2020,47972
Região Autónoma da Madeira,2021,46988
Região Autónoma da Madeira,2022,46130
Região Autónoma da Madeira,2023,45440
Região Autónoma da Madeira,2024,44809
Região Autónoma dos Açores,2001,72277
Região Autónoma dos Açores,2002,71105
Região Autónoma dos Açores,2003,69980
Região Autónoma dos Açores,2004,68878
Região Autónoma dos Açores,2005,67863
Região Autónoma dos Açores,2006,66835
Região Autónoma dos Açores,2007,65819
Região Autónoma dos Açores,2008,64876
Região Autónoma dos Açores,2009,63908
Região Autónoma dos Açores,2010,62820
Região Autónoma dos Açores,2011,61523
Região Autónoma dos Açores,2012,60095
Região Autónoma dos Açores,2013,58584
Região Autónoma dos Açores,2014,57023
Região Autónoma dos Açores,2015,55556
Região Autónoma dos Açores,2016,54255
Região Autónoma dos Açores,2017,53047
Região Autónoma dos Açores,2018,51965
Região Autónoma dos Açores,2019,50962
Região Autónoma dos Açores,2020,50050
Região Autónoma dos Açores,2021,49351
Região Autónoma dos Açores,2022,48840
Região Autónoma dos Açores,2023,48327
Região Autónoma dos Açores,2024,47684
