;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NUTS III;Ave; 1 820; 1 987; 2 946; 2 581; 2 423; 2 386; 2 675; 2 591; 2 778; 2 568; 2 672; 2 693; 1 773; 2 036; 2 113;Pro 2 147;Pro 2 264; 347; 386; 658; 682; 554; 567; 556; 573; 738; 595; 627; 628; 427; 442; 470;Pro 499;Pro 526; 558; 610; 984; 858; 841; 826; 951; 898; 922; 917; 1 001; 993; 705; 817; 833;Pro 847;Pro 877; 87; 103; 669; 541;? //; 510; 607; 573; 577; 550; 540; 549; 327; 411; 433;Pro 428;Pro 464; 103; 120; 187; 157; 162; 159; 184; 177; 179; 174; 174; 180; 105; 128; 131;Pro 131;Pro 138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Cabeceiras de Basto;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;? //;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Fafe; 235; 242;//; 234; 221; 177; 153; 132; 157;//;//;//;//;//;//;//;//; 16; 15;//; 44; 40; 12; 10; 7; 24;//;//;//;//;//;//;//;//; 80; 6;//; 76; 75; 68; 58; 48; 38;//;//;//;//;//;//;//;//;//; 81;//; 66;? //; 60; 51; 47; 53;//;//;//;//;//;//;//;//; 17; 16;//; 17; 15; 13; 13; 8; 13;//;//;//;//;//;//;//;//;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Guimarães; 1 099; 1 188; 1 617; 1 527; 1 519; 1 401; 1 413; 1 387; 1 595; 1 528; 1 610; 1 591; 1 773; 2 036; 2 113;Pro 2 147;Pro 2 264; 228; 260; 303; 378; 382; 312; 340; 357; 509; 388; 411; 403; 427; 442; 470;Pro 499;Pro 526; 345; 415; 588; 536; 538; 512; 513; 494; 537; 566; 624; 607; 705; 817; 833;Pro 847;Pro 877; 56; 22; 348; 318;? //; 293; 281; 258; 276; 297; 298; 294; 327; 411; 433;Pro 428;Pro 464; 62; 68; 105; 92; 96; 93; 92; 92; 92; 97; 98; 99; 105; 128; 131;Pro 131;Pro 138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Mondim de Basto;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;? //;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Póvoa de Lanhoso;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;? //;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Vieira do Minho;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;? //;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Vila Nova de Famalicão; 486; 557; 1 329; 820; 683; 808; 1 109; 1 072; 1 026; 1 040; 1 062; 1 102; 0; 0; 0;Pro ;Pro ; 103; 111; 355; 260; 132; 243; 206; 209; 205; 207; 216; 225; 0; 0; 0;Pro ;Pro ; 133; 189; 396; 246; 228; 246; 380; 356; 347; 351; 377; 386; 0; 0; 0;Pro ;Pro ; 31;//; 321; 157;? //; 157; 275; 268; 248; 253; 242; 255; 0; 0; 0;Pro ;Pro ; 24; 36; 82; 48; 51; 53; 79; 77; 74; 77; 76; 81; 0; 0; 0;Pro ;Pro ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Vizela;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;? //;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NUTS III;Área Metropolitana do Porto; 16 643; 18 174; 18 966; 22 975; 19 015; 19 450; 19 056; 18 760; 19 365; 19 999; 20 185; 21 063; 22 668; 24 304; 24 537;Pro 24 784;Pro 25 225; 3 552; 3 618; 3 922; 4 822; 3 921; 4 260; 4 387; 4 325; 4 477; 4 604; 4 823; 4 911; 5 063; 5 252; 5 421;Pro 5 632;Pro 5 856; 4 708; 3 781; 4 519; 7 087; 6 335; 6 587; 6 324; 6 304; 6 541; 6 884; 6 897; 7 276; 8 004; 8 683; 8 723;Pro 8 815;Pro 8 915; 422; 2 048; 6 357; 5 914;?  2 932; 3 488; 4 424; 4 294; 4 437; 4 507; 4 469; 4 710; 5 244; 5 755; 5 722;Pro 5 638;Pro 5 698; 972; 1 063; 1 193; 1 401; 1 156; 1 202; 1 186; 1 194; 1 205; 1 273; 1 268; 1 348; 1 452; 1 559; 1 583;Pro 1 598;Pro 1 605;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Arouca;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;? //;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Espinho; 214; 198;//; 2 954;//;//; 0; 0; 0; 0; 0; 0; 0; 0; 0;Pro ;Pro ; 47; 23;//; 651;//;//; 0; 0; 0; 0; 0; 0; 0; 0; 0;Pro ;Pro ; 56; 58;//; 942;//;//; 0; 0; 0; 0; 0; 0; 0; 0; 0;Pro ;Pro ;//;//;//; 674;? //;//; 0; 0; 0; 0; 0; 0; 0; 0; 0;Pro ;Pro ; 9; 11;//; 174;//;//; 0; 0; 0; 0; 0; 0; 0; 0; 0;Pro ;Pro ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Gondomar;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;? //;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Maia;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;? //;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Matosinhos; 1 191; 1 413; 1 716; 1 687; 1 676; 1 710; 1 686; 1 722; 1 762; 1 783; 1 824; 1 936;(R) 1 821;(R) 2 123; 2 134;Pro 2 135;Pro 2 228; 224; 277; 348; 338; 351; 365; 385; 400; 436; 442; 467; 494;(R) 394;(R) 467; 476;Pro 503;Pro 552; 53; 64; 626; 22; 581; 605; 571; 595; 580; 593; 594; 635;(R) 651;(R) 763; 764;Pro 753;Pro 775; 407; 498; 353; 918;? //; 339; 333; 323; 339; 333; 345; 345;(R) 346;(R) 425; 426;Pro 408;Pro 419; 81; 91; 112; 115; 115; 118; 116; 119; 118; 120; 121; 129;(R) 126;(R) 152; 152;Pro 150;Pro 151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Oliveira de Azeméis; 241; 253;//; 146; 146;//; 0; 0; 0; 0; 0; 0; 0; 0; 0;Pro ;Pro ; 33; 41;//; 13; 17;//; 0; 0; 0; 0; 0; 0; 0; 0; 0;Pro ;Pro ; 75; 73;//; 49; 49;//; 0; 0; 0; 0; 0; 0; 0; 0; 0;Pro ;Pro ; 1; 1;//; 51;?  51;//; 0; 0; 0; 0; 0; 0; 0; 0; 0;Pro ;Pro ; 16; 16;//; 11;//;//; 0; 0; 0; 0; 0; 0; 0; 0; 0;Pro ;Pro ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Paredes;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;? //;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Porto; 10 724; 11 788; 11 979; 12 490; 11 231; 11 686; 11 714; 11 536; 11 890; 12 148; 12 356; 12 743;(R) 13 302;(R) 13 986; 14 088;Pro 14 231;Pro 14 430; 2 470; 2 459; 2 597; 2 723; 2 427; 2 667; 2 747; 2 714; 2 781; 2 845; 2 975; 3 007;(R) 3 068;(R) 3 132; 3 216;Pro 3 304;Pro 3 392; 3 132; 2 144; 2 160; 4 247; 3 923; 4 017; 3 962; 3 940; 4 099; 4 230; 4 298; 4 512;(R) 4 784;(R) 5 080; 5 079;Pro 5 135;Pro 5 190;//; 1 436; 4 689; 2 826;?  2 444; 1 559; 2 586; 2 517; 2 605; 2 594; 2 615; 2 707;(R) 2 911;(R) 3 100; 3 088;Pro 3 064;Pro 3 076; 622; 700; 759; 759; 694; 731; 749; 755; 766; 811; 807; 834;(R) 852;(R) 904; 905;Pro 924;Pro 934;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Póvoa de Varzim; 342; 493; 550; 417; 416; 432; 430; 407; 435; 455; 474; 506; 682; 792; 799;Pro 784;Pro 782; 49; 63; 69; 57; 57; 59; 70; 74; 80; 71; 89; 96; 122; 132; 145;Pro 140;Pro 131; 129; 176; 211; 156; 155; 160; 155; 143; 153; 167; 168; 184; 249; 279; 284;Pro 278;Pro 293; 11; 12; 127; 107;? //; 108; 103; 93; 101; 113; 104; 107; 163; 205; 188;Pro 189;Pro 187; 29; 24; 27; 22; 23; 26; 23; 23; 25; 27; 28; 32; 35; 43; 50;Pro 50;Pro 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Santa Maria da Feira; 840; 938; 1 597; 1 261; 1 229; 1 601; 1 640; 1 692; 1 813; 1 894; 1 859; 2 059; 2 117; 2 315; 2 375;Pro 2 420;Pro 2 481; 116; 138; 272; 233; 253; 304; 324; 323; 350; 375; 393; 418; 387; 405; 473;Pro 503;Pro 547; 254; 282; 488; 373; 344; 492; 497; 537; 581; 625; 591; 650; 684; 764; 766;Pro 793;Pro 797;//;//; 495; 395;?  301; 487; 497; 513; 546; 546; 528; 623; 670; 737; 728;Pro 718;Pro 733; 47; 46; 107; 76; 99; 98; 103; 108; 111; 118; 117; 122; 130; 143; 139;Pro 139;Pro 142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Santo Tirso; 380; 400;//; 494; 435; 459; 0; 0; 0; 0; 0; 0; 1 097; 1 182; 1 152;Pro 1 154;Pro 1 230; 83; 80;//; 88; 64; 79; 0; 0; 0; 0; 0; 0; 215; 222; 215;Pro 226;Pro 237; 112; 126;//; 159; 134; 153; 0; 0; 0; 0; 0; 0; 397; 438; 429;Pro 434;Pro 466;//;//;//; 141;? //; 132; 0; 0; 0; 0; 0; 0; 264; 296; 290;Pro 271;Pro 292; 21; 22;//; 31; 30; 29; 0; 0; 0; 0; 0; 0; 79; 84; 84;Pro 83;Pro 82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;São João da Madeira; 255; 276;//; 172; 172;//; 0; 0; 0; 0; 0; 0; 0; 0; 0;Pro ;Pro ; 46; 45;//; 25; 31;//; 0; 0; 0; 0; 0; 0; 0; 0; 0;Pro ;Pro ; 79; 87;//; 54; 54;//; 0; 0; 0; 0; 0; 0; 0; 0; 0;Pro ;Pro ;//;//;//; 50;?  50;//; 0; 0; 0; 0; 0; 0; 0; 0; 0;Pro ;Pro ; 19; 22;//; 15;//;//; 0; 0; 0; 0; 0; 0; 0; 0; 0;Pro ;Pro ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Trofa;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;? //;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Vale de Cambra;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;? //;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Valongo; 162; 210; 254; 247; 245; 221; 213; 163; 159; 163; 166; 169; 0; 0; 0;Pro ;Pro ; 14; 46; 32; 29; 16; 13; 17; 12; 12; 10; 11; 11; 0; 0; 0;Pro ;Pro ; 53; 2; 90; 88; 100; 88; 87; 70; 69; 74; 74; 74; 0; 0; 0;Pro ;Pro ;//; 63; 38; 38;?  86;//; 69; 49; 48; 50; 52; 55; 0; 0; 0;Pro ;Pro ; 11; 14; 18; 17; 13; 13; 12; 9; 9; 9; 9; 9; 0; 0; 0;Pro ;Pro ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Vila do Conde; 206;//;//; 153; 163; 154; 155; 142; 153; 163; 170; 174; 0; 0; 0;Pro ;Pro ; 47;//;//; 14; 18; 20; 20; 19; 22; 32; 35; 39; 0; 0; 0;Pro ;Pro ; 59;//;//; 55; 57; 52; 51; 51; 51; 51; 61; 66; 0; 0; 0;Pro ;Pro ;//;//;//; 40;? //; 38; 39; 34; 38; 37; 33; 34; 0; 0; 0;Pro ;Pro ; 7;//;//; 7; 5; 5; 6; 6; 6; 6; 6; 3; 0; 0; 0;Pro ;Pro ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Vila Nova de Gaia; 2 088; 2 205; 2 870; 2 954; 3 302; 3 187; 3 218; 3 098; 3 153; 3 393; 3 336; 3 476; 3 649; 3 906; 3 989;Pro 4 060;Pro 4 074; 423; 446; 604; 651; 687; 753; 824; 783; 796; 829; 853; 846; 877; 894; 896;Pro 956;Pro 997; 706; 769; 944; 942; 938; 1 020; 1 001; 968; 1 008; 1 144; 1 111; 1 155; 1 239; 1 359; 1 401;Pro 1 422;Pro 1 394; 3; 38; 655; 674;? //; 825; 797; 765; 760; 834; 792; 839; 890; 992; 1 002;Pro 988;Pro 991; 110; 117; 170; 174; 177; 182; 177; 174; 170; 182; 180; 219; 230; 233; 253;Pro 252;Pro 246;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NUTS III;Alto Tâmega e Barroso; 476; 636;//; 579; 589; 581; 537; 527; 527; 533; 543; 547; 0; 0; 0;Pro ;Pro ; 49; 65;//; 66; 81; 84; 61; 65; 70; 70; 72; 69; 0; 0; 0;Pro ;Pro ; 156; 219;//; 220; 210; 204; 198; 191; 194; 199; 213; 221; 0; 0; 0;Pro ;Pro ;//;//;//; 172;?  155; 132; 167; 164; 156; 156; 153; 154; 0; 0; 0;Pro ;Pro ; 28; 41;//; 45; 45; 43; 43; 40; 42; 43; 41; 40; 0; 0; 0;Pro ;Pro ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
