;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Esposende; 9; 10; 10;,,,; 13; 13; 11; 6; 15; 13; 10; 12; 9; 70; 81; 58; 77; 84; 63; 60; 73; 80; 96; 78; 88; 83; 82; 93; 69; 80; 78; 88; 81; 75; 92; 76; 84; 81; 91; 0; 3; 0;,,,; 3; 0; 1; 1; 2; 0; 2; 1; 3; 0; 2; 1; 0; 1; 0; 1; 3; 0; 1; 1; 0; 0; 35; 43; 24; 29; 45; 26; 35; 32; 31; 22; 28; 21; 25; 0; 1; 0;,,,; 0; 0; 0; 1; 0; 0; 0; 1; 0; 10; 14; 8; 5; 14; 13; 4; 11; 10; 25; 19; 20; 11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Terras de Bouro; 2; 3;,,,;,,,; 2; 3; 1; 1; 1; 2; 2; 5; 6; 20; 23; 19; 18; 25; 27; 14; 20; 19; 20; 15; 18; 14; 46; 31; 34; 26; 32; 40; 32; 32; 25; 23; 23; 27; 23; 0; 1; 0;,,,; 0; 0; 2; 1; 0; 0; 1; 0; 2;,,,; 0; 0;,,,; 0; 0; 0; 1; 0; 0; 0; 1; 0; 12; 20; 17; 8; 12; 5; 20; 16; 18; 8; 5; 10; 15; 0; 0; 0;,,,; 0; 1; 1; 0; 0; 0; 0; 0; 0; 11; 6; 6; 5; 10; 3; 7; 4; 5; 6; 6; 13; 8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Vila Verde; 16; 16; 13; 14; 7; 10; 8; 12; 10; 7; 7; 9; 7; 111; 103; 76; 84; 99; 100; 97; 103; 107; 118; 108; 109; 107; 120; 128; 157; 146; 146; 139; 133; 161; 143; 159; 116; 132; 142; 3; 8; 0; 6; 1; 2; 2; 2; 4; 3; 2; 3; 3; 0; 0; 1;,,,; 2; 0; 2; 0; 1; 0; 0; 0; 0; 73; 74; 46; 58; 56; 67; 50; 55; 44; 44; 42; 62; 46; 1; 1; 1;,,,; 0; 0; 1; 0; 0; 1; 0; 0; 0; 33; 19; 19; 21; 23; 20; 26; 17; 23; 25; 22; 27; 22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NUTS III;Ave; 150; 168; 161; 134; 152; 132; 156; 146; 149; 144; 95; 110; 101; 790; 818; 766; 838; 850; 821; 909; 918; 983; 902; 885; 952; 1 012; 913; 954; 995; 947; 952; 965; 980; 953; 949; 977; 937; 970; 924; 25; 11; 15; 24; 33; 37; 33; 28; 37; 31; 33; 24; 25; 8; 6; 6; 6; 2; 6; 2; 7; 5; 4; 5; 6; 3; 378; 409; 385; 384; 429; 396; 451; 419; 418; 378; 333; 429; 502; 7; 14; 12; 9; 5; 8; 5; 8; 5; 0; 3; 3; 2; 140; 169; 150; 155; 151; 160; 171; 168; 203; 175; 181; 192; 164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Cabeceiras de Basto; 3; 5; 8; 4; 3; 5; 10;,,,; 5; 3; 3; 7; 1; 37; 48; 48; 34; 33; 37; 40; 41; 31; 38; 43; 43; 41; 69; 59; 86; 51; 57; 53; 52; 55; 39; 58; 65; 72; 57; 0; 0; 1; 2; 2; 2; 0; 2; 0; 2; 0; 1; 2; 0; 0; 0; 0; 0; 0; 0;,,,; 0; 0; 0; 0; 1; 24; 19; 22; 18; 22; 39; 29; 22; 19; 25; 14; 26; 29; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 1; 0; 4; 10; 5; 10; 5; 10; 13; 7; 15; 11; 12; 7; 6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Fafe; 19; 23; 25; 17; 20; 20; 19; 26; 22; 13; 10; 18; 8; 102; 114; 95; 90; 107; 95; 104; 126; 110; 103; 111; 118; 126; 127; 142; 119; 129; 117; 128; 124; 132; 128; 127; 123; 134; 106; 3; 0; 3; 2; 3; 2; 4; 3; 3; 4; 2; 1; 1; 3; 0; 0; 0; 0; 2; 1; 1; 0; 1; 1; 0; 0; 44; 53; 47; 55; 53; 58; 60; 58; 56; 51; 56; 71; 59; 0; 1; 1;,,,; 1; 0; 2; 2; 1; 0; 0; 0; 1; 18; 18; 20; 21; 21; 26; 15; 18; 27; 29; 20; 29; 28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Guimarães; 61; 67; 61; 55; 62; 49; 60; 54; 56; 57; 41; 40; 48; 263; 281; 279; 297; 308; 284; 301; 324; 361; 314; 330; 347; 382; 302; 312; 325; 338; 293; 317; 343; 316; 325; 330; 312; 314; 309; 13; 3; 7; 7; 8; 17; 7; 10; 12; 7; 22; 7; 8; 1; 4; 3;,,,; 0; 3; 0; 3; 1; 1; 2; 2; 0; 119; 141; 138; 127; 147; 108; 151; 142; 160; 135; 113; 153; 201; 3; 8; 7; 3; 2; 5; 0; 4; 1; 0; 3; 1; 0; 39; 51; 47; 58; 46; 55; 58; 56; 61; 50; 56; 60; 49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Mondim de Basto; 6; 2; 5;,,,; 4; 2; 0;,,,; 0; 4; 1; 2; 1; 17; 17; 12; 20; 13; 22; 20; 16; 21; 23; 14; 15; 22; 32; 28; 44; 33; 42; 31; 25; 25; 32; 33; 15; 26; 19; 0; 1; 0;,,,; 0; 1; 2; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0;,,,; 0; 0; 0; 0; 0; 10; 11; 7; 7; 10; 7; 9; 9; 8; 9; 4; 8; 10; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 6; 6; 8; 2; 2; 5; 6; 10; 6; 4; 2; 5; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Póvoa de Lanhoso; 4; 6; 8; 10; 11; 7; 7; 10; 9; 7; 1; 5; 6; 40; 39; 38; 58; 43; 43; 35; 54; 48; 54; 48; 54; 44; 53; 60; 52; 65; 62; 57; 72; 55; 50; 59; 53; 57; 65; 1; 0; 0;,,,; 1; 1; 0; 2; 1; 3; 1; 2; 2; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 20; 34; 34; 25; 28; 29; 29; 24; 33; 19; 15; 27; 23; 0; 0; 0;,,,; 0; 1; 0; 0; 0; 0; 0; 0; 0; 12; 8; 9; 8; 9; 6; 13; 12; 14; 14; 13; 15; 7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Vieira do Minho; 10; 12; 6; 12; 11; 5; 6; 9; 10; 6; 4; 5; 5; 41; 33; 20; 29; 41; 40; 41; 45; 42; 28; 42; 37; 31; 59; 66; 49; 45; 57; 58; 52; 48; 48; 38; 45; 45; 52; 1; 2; 0;,,,; 2; 3; 2; 1; 3; 1; 1; 1; 1; 1; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 30; 26; 25; 18; 25; 17; 17; 24; 13; 14; 10; 15; 15; 0; 0; 0;,,,; 0; 0; 0; 1; 0; 0; 0; 0; 0; 1; 4; 5; 9; 12; 6; 12; 9; 13; 11; 13; 9; 9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Vila Nova de Famalicão; 43; 43; 41; 31; 34; 35; 45; 36; 41; 45; 31; 28; 30; 256; 243; 245; 269; 259; 267; 330; 276; 326; 298; 261; 296; 309; 231; 238; 276; 249; 274; 265; 274; 280; 293; 296; 269; 274; 264; 6; 5; 3; 10; 16; 7; 13; 7; 17; 13; 5; 8; 11; 3; 2; 1; 4; 2; 1; 1; 1; 3; 1; 1; 3; 1; 110; 106; 99; 110; 128; 121; 135; 121; 111; 114; 103; 108; 140; 4; 5; 3; 1; 2; 1; 3; 1; 3; 0; 0; 1; 1; 55; 64; 49; 42; 51; 46; 46; 49; 57; 45; 57; 59; 57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Vizela; 4; 10; 7;,,,; 7; 9; 9; 4; 6; 9; 4; 5; 2; 34; 43; 29; 41; 46; 33; 38; 36; 44; 44; 36; 42; 57; 40; 49; 44; 37; 50; 56; 38; 42; 34; 36; 55; 48; 52; 1; 0; 1; 1; 1; 4; 5; 3; 1; 1; 1; 3; 0; 0; 0; 1;,,,; 0; 0; 0; 0; 0; 0; 0; 1; 0; 21; 19; 13; 24; 16; 17; 21; 19; 18; 11; 18; 21; 25; 0; 0; 0; 3; 0; 0; 0; 0; 0; 0; 0; 0; 0; 5; 8; 7; 5; 5; 6; 8; 7; 10; 11; 8; 8; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NUTS III;Área Metropolitana do Porto; 652; 680; 616; 563; 519; 498; 529; 542; 492; 524; 389; 417; 362; 3 866; 3 899; 3 938; 4 174; 4 120; 4 256; 4 206; 4 456; 4 404; 4 320; 4 291; 4 362; 4 435; 3 857; 4 062; 3 988; 4 280; 4 298; 4 291; 4 350; 4 468; 4 437; 4 598; 4 289; 4 396; 4 072; 68; 74; 89; 156; 112; 116; 117; 134; 101; 105; 99; 138; 136; 48; 39; 48; 49; 44; 30; 36; 47; 29; 33; 26; 29; 25; 1 641; 1 764; 1 644; 1 667; 1 879; 1 785; 1 839; 1 892; 1 876; 1 750; 1 532; 1 807; 1 963; 90; 83; 74; 67; 56; 46; 42; 54; 43; 27; 29; 28; 27; 566; 568; 591; 610; 622; 643; 669; 703; 698; 738; 763; 799; 715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Arouca; 8; 8; 11; 10; 4; 4; 1; 7; 5; 2; 9; 4; 3; 40; 33; 40; 43; 40; 36; 37; 60; 52; 31; 44; 58; 48; 73; 71; 77; 81; 55; 63; 74; 76; 74; 53; 57; 53; 49; 1; 2; 1; 0; 2; 2; 1; 1; 1; 1; 2; 1; 1; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 2; 0; 0; 29; 33; 37; 23; 28; 28; 27; 26; 22; 30; 20; 27; 23; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 7; 15; 9; 4; 6; 11; 11; 9; 10; 10; 10; 15; 8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Espinho; 21; 25; 20; 9; 22; 8; 19; 12; 12; 15; 7; 11; 9; 81; 88; 87; 72; 102; 89; 75; 103; 106; 86; 93; 107; 91; 82; 90; 89; 81; 99; 105; 108; 98; 102; 111; 113; 88; 79; 2; 1; 3; 3; 3; 3; 2; 4; 4; 1; 1; 7; 4; 1; 2; 2; 2; 0; 0; 0; 1; 1; 0; 0; 0; 0; 36; 39; 39; 41; 38; 37; 33; 38; 40; 40; 37; 48; 45; 1; 2; 1; 0; 1; 0; 0; 1; 3; 0; 0; 0; 0; 18; 12; 13; 15; 16; 12; 8; 13; 12; 22; 14; 24; 18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Gondomar; 45; 50; 57; 41; 41; 44; 46; 33; 40; 31; 34; 33; 25; 359; 368; 381; 391; 392; 428; 401; 419; 375; 403; 404; 434; 380; 333; 328; 308; 355; 393; 361; 362; 385; 368; 407; 397; 408; 332; 5; 13; 10; 13; 8; 15; 13; 21; 13; 9; 11; 10; 18; 4; 4; 1; 0; 4; 1; 2; 6; 1; 1; 0; 4; 3; 128; 140; 132; 142; 141; 154; 148; 169; 163; 182; 160; 177; 171; 11; 9; 10; 7; 3; 7; 7; 4; 3; 5; 1; 3; 3; 42; 46; 54; 49; 40; 62; 51; 68; 65; 67; 80; 71; 61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Maia; 39; 46; 38; 33; 33; 34; 34; 34; 33; 35; 21; 26; 24; 266; 246; 246; 259; 258; 285; 312; 300; 328; 307; 282; 285; 320; 223; 250; 264; 244; 283; 267; 302; 308; 271; 284; 234; 285; 276; 5; 5; 7; 15; 6; 11; 8; 3; 4; 9; 9; 9; 7; 1; 1; 4; 3; 0; 2; 3; 2; 1; 4; 3; 1; 2; 90; 88; 102; 88; 108; 117; 134; 150; 126; 114; 100; 128; 146; 3; 3; 6; 3; 4; 2; 3; 1; 4; 1; 2; 0; 0; 30; 30; 37; 34; 32; 49; 43; 51; 54; 44; 51; 56; 49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Matosinhos; 66; 67; 59; 48; 46; 41; 63; 55; 46; 47; 34; 38; 42; 416; 432; 458; 433; 447; 458; 442; 463; 442; 477; 422; 451; 450; 357; 416; 390; 400; 391; 424; 414; 441; 407; 407; 403; 378; 397; 10; 7; 6; 13; 10; 10; 15; 20; 9; 8; 5; 10; 6; 2; 5; 4; 6; 5; 4; 4; 3; 3; 4; 2; 3; 1; 153; 165; 155; 162; 195; 173; 178; 206; 198; 166; 145; 172; 189; 13; 8; 8; 13; 10; 4; 4; 6; 4; 4; 4; 5; 1; 48; 55; 61; 57; 58; 54; 58; 69; 57; 70; 73; 93; 56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Oliveira de Azeméis; 35; 41; 28; 40; 35; 21; 17; 21; 20; 22; 25; 21; 14; 130; 139; 160; 150; 142; 149; 141; 146; 166; 158; 145; 156; 159; 172; 164; 180; 193; 171; 177; 182; 176; 197; 191; 180; 202; 164; 5; 4; 2; 5; 5; 8; 7; 6; 6; 1; 6; 6; 8; 1; 2; 1; 1; 1; 0; 4; 3; 3; 0; 1; 0; 1; 78; 74; 69; 73; 82; 89; 82; 77; 80; 76; 62; 72; 94; 0; 1; 1; 1; 0; 1; 0; 1; 0; 0; 0; 1; 1; 24; 31; 32; 32; 30; 24; 18; 33; 27; 28; 42; 30; 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Paredes; 21; 31; 23; 14; 18; 13; 19; 26; 20; 21; 10; 24; 20; 127; 148; 133; 146; 160; 150; 169; 163; 189; 164; 157; 149; 169; 139; 185; 181; 186; 169; 164; 163; 154; 186; 167; 135; 179; 134; 7; 4; 5; 7; 4; 3; 8; 4; 5; 5; 7; 6; 6; 3; 1; 2;,,,; 3; 1; 0; 2; 0; 2; 1; 0; 3; 75; 89; 66; 73; 65; 80; 73; 74; 71; 89; 58; 61; 81; 2; 1; 1; 2; 3; 0; 2; 1; 1; 0; 2; 1; 0; 18; 22; 24; 18; 23; 24; 32; 30; 37; 26; 30; 33; 27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Porto; 100; 74; 85; 77; 59; 78; 72; 71; 53; 71; 42; 43; 39; 758; 726; 750; 846; 751; 780; 706; 788; 761; 706; 747; 678; 679; 739; 705; 726; 780; 752; 743; 758; 785; 812; 803; 758; 742; 673; 7; 9; 18; 35; 15; 12; 17; 24; 21; 20; 20; 26; 28; 11; 10; 8; 8; 10; 6; 8; 12; 7; 10; 6; 8; 6; 324; 368; 326; 291; 368; 327; 393; 349; 352; 319; 290; 337; 333; 30; 21; 15; 15; 11; 13; 11; 19; 12; 9; 8; 6; 9; 89; 95; 113; 109; 109; 122; 127; 114; 117; 113; 125; 129; 108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Póvoa de Varzim; 18; 24; 32; 27; 15; 27; 28; 18; 22; 26; 15; 14; 13; 143; 123; 148; 137; 149; 171; 154; 153; 146; 187; 157; 165; 196; 113; 124; 127; 148; 152; 147; 162; 136; 159; 179; 164; 176; 169; 0; 3; 0; 3; 8; 5; 4; 3; 0; 2; 3; 4; 5; 2; 2; 4; 2; 2; 0; 1; 4; 0; 1; 1; 1; 0; 51; 56; 50; 56; 51; 39; 47; 61; 56; 35; 37; 47; 60; 3; 0; 2; 3; 0; 1; 1; 1; 1; 0; 0; 0; 1; 18; 18; 25; 21; 21; 18; 16; 24; 28; 27; 19; 26; 35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Santa Maria da Feira; 51; 58; 46; 49; 34; 32; 29; 41; 37; 35; 28; 34; 27; 242; 260; 223; 274; 268; 295; 283; 313; 331; 286; 312; 320; 310; 278; 280; 280; 254; 282; 304; 297; 312; 301; 311; 275; 281; 307; 1; 1; 0; 11; 10; 7; 6; 6; 7; 8; 5; 7; 4; 2; 0; 5; 5; 5; 1; 2; 3; 1; 4; 0; 1; 2; 122; 131; 139; 156; 150; 158; 151; 155; 150; 139; 145; 148; 167; 2; 1; 3; 3; 2; 3; 1; 2; 4; 2; 3; 2; 0; 43; 39; 37; 48; 47; 45; 57; 57; 44; 43; 60; 55; 61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Santo Tirso; 35; 35; 24; 24; 21; 20; 32; 25; 31; 34; 16; 20; 15; 170; 151; 145; 182; 173; 201; 182; 206; 160; 171; 191; 192; 204; 167; 197; 214; 209; 195; 189; 199; 186; 206; 219; 204; 200; 214; 3; 3; 5; 5; 7; 5; 8; 7; 2; 4; 4; 3; 4; 1; 0; 1; 3; 1; 0; 2; 0; 0; 1; 0; 1; 0; 70; 64; 68; 81; 105; 80; 94; 88; 77; 88; 81; 85; 95; 2; 1; 1; 0; 1; 1; 0; 0; 0; 1; 0; 0; 2; 31; 31; 25; 22; 30; 18; 35; 26; 36; 34; 33; 34; 30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;São João da Madeira; 13; 3; 6; 10; 8; 3; 6; 8; 3; 10; 8; 6; 5; 38; 57; 35; 49; 42; 47; 60; 45; 61; 60; 56; 58; 57; 49; 53; 57; 53; 59; 45; 42; 55; 58; 55; 44; 49; 35; 1; 1; 1;,,,; 2; 1; 2; 2; 1; 1; 0; 5; 3; 0; 1; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 18; 16; 20; 18; 29; 35; 28; 23; 25; 29; 31; 34; 32; 0; 0; 0; 0; 1; 1; 1; 3; 1; 0; 0; 0; 0; 10; 9; 7; 5; 7; 9; 5; 10; 8; 8; 12; 14; 9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Trofa; 11; 13; 12; 8; 13; 10; 7; 5; 19; 17; 11; 7; 11; 77; 78; 71; 84; 70; 79; 78; 91; 71; 63; 91; 90; 95; 66; 81; 90; 86; 98; 93; 84; 89; 107; 85; 87; 81; 96; 1; 3; 1; 1; 2; 4; 2; 5; 0; 2; 3; 2; 4; 3; 2; 2; 0; 1; 1; 0; 0; 2; 0; 0; 1; 0; 33; 32; 38; 45; 37; 34; 39; 44; 27; 35; 29; 33; 35; 1; 2; 1; 1; 1; 1; 0; 3; 3; 0; 1; 0; 0; 12; 11; 7; 18; 14; 10; 8; 16; 12; 23; 22; 7; 9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
